Gene,Bnb,Left,Right,Product,ECKnb,Synonyms,Object ID,Activated,Activated_Bnb,Inhibited,Inhibited_Bnb
aceK-int,b4830,4218879,4218963,small RNA AceK-int,ECK4687,"aceK-int,b4830,ECK4687",G0-17105,,,,
hemE,b3997,4197716,4198780,uroporphyrinogen decarboxylase,ECK3989,"hemE,b3997,ECK3989",EG11543,,,,
tfaR,b1373,1432411,1432986,Rac prophage; putative tail fiber assembly protein TfaR,ECK1368,"tfaR,ynaC,b1373,ECK1368",G6696,,,,
frwB,b3950,4143624,4143944,putative PTS enzyme IIB component FrwB,ECK3941,"frwB,yijK,b3950,ECK3941",EG11909,,,,
nanR,b3226,3373698,3374489,NanR,ECK3215,"nanR,yhcK,b3226,ECK3215",G7678,fimB,b4312,"nanY,nanX,nanQ,nanK,nanE,nanT,nanA,nanS,nanM,nanC","b4280,b4279,b3221,b3222,b3223,b3224,b3225,b4309,b4310,b4311"
ampC,b4150,4377811,4378944,&beta;-lactamase,ECK4146,"ampC,ampA,b4150,ECK4146",EG10040,,,,
hemH,b0475,498055,499017,ferrochelatase,ECK0469,"hemH,popA,visA,b0475,ECK0469",EG10431,,,,
ymgN,b4816,1227368,1227427,protein YmgN,ECK4673,"ymgN,b4816,ECK4673",G0-17091,,,,
ogt,b1335,1399721,1400236,methylated-DNA&mdash;[protein]-cysteine <i>S</i>-methyltransferase,ECK1331,"ogt,b1335,ECK1331",EG10668,,,,
dkgB,b0207,229167,229970,methylglyoxal reductase DkgB,ECK0207,"dkgB,yafB,b0207,ECK0207",EG11648,,,,
rhtB,b3824,4008439,4009059,L-homoserine/L-homoserine lactone/L-threonine exporter,ECK3818,"rhtB,yigK,b3824,ECK3818",EG11469,,,,
rseD,b4725,2710009,2710164,<i>rpoE</i> leader peptide,ECK4582,"rseD,b4725,ECK4582",G0-16690,,,,
hemB,b0369,388753,389727,porphobilinogen synthase,ECK0366,"hemB,ncf,b0369,ECK0366",EG10428,,,,
tfaP,b1155,1208132,1208545,e14 prophage; putative tail fiber assembly protein TfaP,ECK1141,"tfaP,ymfS,b1155,ECK1141",G6598,,,,
zwf,b1852,1934839,1936314,NADP+-dependent glucose-6-phosphate dehydrogenase,ECK1853,"zwf,b1852,ECK1853",EG11221,,,,
xapR,b2405,2521593,2522477,DNA-binding transcriptional activator XapR,ECK2399,"xapR,pRndR,pndR,yfeB,b2405,ECK2399",EG11146,"xapB,xapA","b2406,b2407",,
ldtC,b1113,1169412,1170374,"L,D-transpeptidase LdtC",ECK1099,"ldtC,ycfS,b1113,ECK1099",G6571,,,,
cysG,b3368,3497828,3499201,siroheme synthase,ECK3356,"cysG,b3368,ECK3356",EG10188,,,,
arrS,b4704,3657985,3658054,small regulatory RNA ArrS,ECK4516,"arrS,b4704,ECK4516",G0-10694,,,,
hsdM,b4349,4581459,4583048,type I restriction enzyme EcoKI methylase subunit,ECK4339,"hsdM,hsm,hsp,b4349,ECK4339",EG10458,,,,
srlD,b2705,2827737,2828516,sorbitol-6-phosphate 2-dehydrogenase,ECK2700,"srlD,gutD,b2705,ECK2700",EG10971,,,,
fxsA,b4140,4368664,4369140,protein FxsA,ECK4134,"fxsA,yjeG,b4140,ECK4134",G7832,,,,
ybfQ,b4514,736445,736699,inactive transposase YbfQ,ECK0693,"ybfQ,b4514,ECK0693",G0-10440,,,,
znuC,b1858,1942662,1943417,Zn<sup>2+</sup> ABC transporter ATP binding subunit,ECK1859,"znuC,yebM,b1858,ECK1859",G7018,,,,
tfaX,b0563,582875,583060,DLP12 prophage; protein TfaX,ECK0555,"tfaX,ylcE,b0563,ECK0555",G6317,,,,
pfkB,b1723,1806370,1807299,6-phosphofructokinase 2,ECK1721,"pfkB,b1723,ECK1721",EG10700,,,,
iscR,b2531,2661643,2662131,DNA-binding transcriptional dual regulator IscR,ECK2528,"iscR,yfhP,b2531,ECK2528",G7326,"nrdH,nrdI,nrdF,nrdE,selO,sufE,sufS,sufD,sufC,sufB,sufA","b2673,b2674,b2676,b2675,b1706,b1679,b1680,b1681,b1682,b1683,b1684","rnlB,rnlA,nfuA,erpA,napC,napB,napH,napG,napA,napD,napF,hyaA,hyaB,hyaC,hyaD,hyaE,hyaF,torT,iscA,iscU,iscS,iscR","b2631,b2630,b3414,b0156,b2202,b2203,b2204,b2205,b2206,b2207,b2208,b0972,b0973,b0974,b0975,b0976,b0977,b0994,b2528,b2529,b2530,b2531"
murI,b3967,4165428,4166285,glutamate racemase,ECK3959,"murI,yijA,dga,glr,b3967,ECK3959",EG11204,,,,
yicL,b3660,3838248,3839171,putative transporter YicL,ECK3650,"yicL,b3660,ECK3650",EG11688,,,,
yecE,b1868,1951395,1952213,DUF72 domain-containing protein YecE,ECK1869,"yecE,b1868,ECK1869",EG12379,,,,
radA,b4389,4625912,4627294,DNA recombination protein,ECK4381,"radA,sms,b4389,ECK4381",EG11296,,,,
malY,b1622,1700957,1702129,negative regulator of MalT activity/cystathionine &beta;-lyase,ECK1617,"malY,b1622,ECK1617",EG10564,,,,
dgcC,b0385,403703,404818,diguanylate cyclase DgcC,ECK0380,"dgcC,yaiC,adrA,b0385,ECK0380",EG11257,,,,
yhiI,b3487,3629535,3630602,putative membrane fusion protein YhiI,ECK3472,"yhiI,b3487,ECK3472",EG12224,,,,
hemL,b0154,173602,174882,"glutamate-1-semialdehyde 2,1-aminomutase",ECK0153,"hemL,gsa,popC,b0154,ECK0153",EG10432,,,,
ybcK,b0544,568902,570428,DLP12 prophage; putative recombinase YbcK,ECK0535,"ybcK,b0544,ECK0535",G6300,,,,
galS,b2151,2240628,2241668,DNA-binding transcriptional dual regulator GalS,ECK2144,"galS,mglD,b2151,ECK2144",EG10365,"galM,galK,galT,galE","b0756,b0757,b0758,b0759","mglC,mglA,mglB,galM,galK,galT,galE,galS,galP,galR","b2148,b2149,b2150,b0756,b0757,b0758,b0759,b2151,b2943,b2837"
nhaR,b0020,18715,19620,DNA-binding transcriptional activator NhaR,ECK0021,"nhaR,antO,yaaB,b0020,ECK0021",EG11078,"pgaD,pgaC,pgaB,pgaA,nhaR,nhaA,osmC","b1021,b1022,b1023,b1024,b0020,b0019,b1482",,
rffM,b3794,3979956,3980696,UDP-N-acetyl-D-mannosaminuronic acid transferase,ECK3787,"rffM,rff,wecG,b3794,ECK3787",EG11458,,,,
birA,b3973,4173082,4174047,DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA,ECK3965,"birA,bioR,dhbB,b3973,ECK3965",EG10123,,,"bioA,bioB,bioF,bioC,bioD","b0774,b0775,b0776,b0777,b0778"
yjcO,b4078,4296436,4297125,Sel1 repeat-containing protein YjcO,ECK4071,"yjcO,b4078,ECK4071",EG11951,,,,
recQ,b3822,4005864,4007693,ATP-dependent DNA helicase RecQ,ECK3816,"recQ,b3822,ECK3816",EG10833,,,,
ebgA,b3076,3222633,3225725,evolved &beta;-D-galactosidase subunit &alpha;,ECK3066,"ebgA,b3076,ECK3066",EG10252,,,,
yqiK,b3051,3192864,3194525,flotillin family inner membrane protein YqiK,ECK3040,"yqiK,b3051,ECK3040",G7589,,,,
yihF,b3861,4044199,4045629,DUF945 domain-containing protein YihF,ECK3853,"yihF,b3861,ECK3853",EG11832,,,,
bioD,b0778,812270,812947,dethiobiotin synthetase,ECK0767,"bioD,b0778,ECK0767",EG10120,,,,
intA,b2622,2756159,2757400,CP4-57 prophage; integrase IntA,ECK2618,"intA,intX,slpA,b2622,ECK2618",EG11783,,,,
araG,b1900,1983555,1985069,arabinose ABC transporter ATP binding subunit,ECK1898,"araG,b1900,ECK1898",EG10058,,,,
fecI,b4293,4517714,4518235,RNA polymerase sigma factor FecI,ECK4283,"fecI,b4293,ECK4283",EG10291,"fecE,fecD,fecC,fecB,fecA","b4287,b4288,b4289,b4290,b4291",,
rffH,b3789,3973608,3974489,glucose-1-phosphate thymidylyltransferase 2,ECK3781,"rffH,yifG,b3789,ECK3781",EG11454,,,,
bioA,b0774,807968,809257,adenosylmethionine-8-amino-7-oxononanoate aminotransferase,ECK0763,"bioA,b0774,ECK0763",EG10117,,,,
ydeJ,b1537,1624773,1625291,PF02464 family protein YdeJ,ECK1530,"ydeJ,b1537,ECK1530",EG11645,,,,
recF,b3700,3880148,3881221,recombination mediator protein RecF,ECK3692,"recF,uvrF,b3700,ECK3692",EG10828,,,,
hcaF,b2539,2670390,2670908,putative 3-phenylpropionate/cinnamate dioxygenase subunit &beta;,ECK2536,"hcaF,yfhV,hcaA,phdC2,digB,hcaB,hcaA2,b2539,ECK2536",M015,,,,
entS,b0591,622300,623550,enterobactin exporter EntS,ECK0584,"entS,ybdA,b0591,ECK0584",EG11104,,,,
ytfP,b4222,4447894,4448235,&gamma;-glutamylamine cyclotransferase family protein YtfP,ECK4218,"ytfP,b4222,ECK4218",G7876,,,,
bioF,b0776,810381,811535,8-amino-7-oxononanoate synthase,ECK0765,"bioF,b0776,ECK0765",EG10121,,,,
tolB,b0740,777740,779032,Tol-Pal system periplasmic protein TolB,ECK0729,"tolB,lky,lkyA,tol-3,b0740,ECK0729",EG11008,,,,
idnD,b4267,4493375,4494406,L-idonate 5-dehydrogenase,ECK4260,"idnD,yjgV,b4267,ECK4260",G7893,,,,
kdgR,b1827,1909308,1910099,DNA-binding transcriptional repressor KdgR,ECK1826,"kdgR,yebP,b1827,ECK1826",G7003,,,"edd,eda","b1851,b1850"
wecB,b3786,3970133,3971263,UDP-<i>N</i>-acetylglucosamine 2-epimerase,ECK3778,"wecB,yifF,nfrC,rffE,mnaA,b3786,ECK3778",EG11451,,,,
bioB,b0775,809344,810384,biotin synthase,ECK0764,"bioB,b0775,ECK0764",EG10118,,,,
yigG,b3818,4002813,4003193,inner membrane protein,ECK3812,"yigG,b3818,ECK3812",EG11465,,,,
recR,b0472,494405,495010,recombination mediator protein RecR,ECK0466,"recR,b0472,ECK0466",EG10834,,,,
gudX,b2788,2919406,2920746,glucarate dehydratase-related protein,ECK2782,"gudX,ygcY,b2788,ECK2782",G7446,,,,
hcaT,b2536,2666707,2667846,putative 3-phenylpropionate transporter,ECK2533,"hcaT,yfhS,b2536,ECK2533",G7330,,,,
yrfG,b3399,3528669,3529337,purine nucleotidase,ECK3386,"yrfG,b3399,ECK3386",G7742,,,,
mioC,b3742,3926012,3926455,flavoprotein MioC,ECK3736,"mioC,yieB,b3742,ECK3736",EG11199,,,,
intD,b0537,564815,565978,DLP12 prophage; putative integrase,ECK0530,"intD,int,b0537,ECK0530",EG10507,,,,
paaK,b1398,1462125,1463438,phenylacetate-CoA ligase,ECK1395,"paaK,b1398,ECK1395",G6719,,,,
nikR,b3481,3618588,3618989,DNA-binding transcriptional repressor NikR,ECK3465,"nikR,yhhG,b3481,ECK3465",EG11519,,,"nikR,nikA,nikB,nikC,nikD,nikE","b3481,b3476,b3477,b3478,b3479,b3480"
rfe,b3784,3967916,3969019,UDP-<i>N</i>-acetylglucosamine&mdash;undecaprenyl-phosphate <i>N</i>-acetylglucosaminephosphotransferase,ECK3776,"rfe,wecA,b3784,ECK3776",EG10840,,,,
bioH,b3412,3544074,3544844,pimeloyl-acyl carrier protein methyl ester esterase,ECK3399,"bioH,bioB,b3412,ECK3399",EG10122,,,,
yjjA,b4360,4599695,4600189,DUF2501 domain-containing protein YjjA,ECK4350,"yjjA,b4360,ECK4350",EG11214,,,,
rarA,b0892,937994,939337,replication-associated recombination protein A,ECK0883,"rarA,ycaJ,mgsA,b0892,ECK0883",EG12690,,,,
glxR,b0509,536586,537464,tartronate semialdehyde reductase 2,ECK0502,"glxR,glxB1,ybbQ,b0509,ECK0502",G6278,,,,
tolA,b0739,776342,777607,Tol-Pal system protein TolA,ECK0728,"tolA,cim,excC,lky,tol-2,b0739,ECK0728",EG11007,,,,
yhbP,b3154,3299472,3299915,putative FMN binding protein YhbP,ECK3142,"yhbP,b3154,ECK3142",G7648,,,,
bioC,b0777,811522,812277,malonyl-acyl carrier protein methyltransferase,ECK0766,"bioC,b0777,ECK0766",EG10119,,,,
yjhQ,b4307,4533239,4533784,KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ,ECK4297,"yjhQ,b4307,ECK4297",G7917,,,,
dgoA,b4477,3872995,3873612,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,ECK3685,"dgoA,b3692,yidU,b4477,ECK3685",EG20049,,,,
phoP,b1130,1189776,1190447,"DNA-binding transcriptional dual regulator PhoP-phosphorylated,DNA-binding transcriptional dual regulator PhoP",ECK1116,"phoP,b1130,ECK1116",EG10731,"ryjB,queE,cysB,glgP,glgA,glgC,glgX,glgB,mgtS,iraM,gadF,gadE,hdeD,gadW,yhiD,hdeB,hdeA,ompT,mgrR,ygiC,ygiB,tolC,mgrB,mgtL,mgtA,metL,metB,rutA,rutB,rutC,rutD,rutE,rutF,rutG,slyB,rstB,rstA,borD,yrbL,ybjG,pagP,hemL,nagA,malS,phoQ,phoP,purD,purH,fadL","b4624,b2777,b1275,b3428,b3429,b3430,b3431,b3432,b4599,b1160,b4718,b3512,b3511,b3515,b3508,b3509,b3510,b0565,b4698,b3038,b3037,b3035,b1826,b4702,b4242,b3940,b3939,b1012,b1011,b1010,b1009,b1008,b1007,b1006,b1641,b1609,b1608,b0557,b3207,b0841,b0622,b0154,b0677,b3571,b1129,b1130,b4005,b4006,b2344","clpS,ydeP,ydeO,safA,dcuD,treR,slyB,argD,phoQ,phoP,acrA,acrB","b0881,b1501,b1499,b1500,b3227,b4241,b1641,b3359,b1129,b1130,b0463,b0462"
wecE,b3791,3975146,3976276,dTDP-4-dehydro-6-deoxy-D-glucose transaminase,ECK3783,"wecE,rff,fcnA,rffA,yifI,b3791,ECK3783",EG11456,,,,
bidA,b1593,1666524,1667219,dethiobiotin synthetase BidA,ECK1588,"bidA,ynfK,b1593,ECK1588",G6851,,,,
yebC,b1864,1947411,1948151,putative transcriptional regulator YebC,ECK1865,"yebC,b1864,ECK1865",EG11137,,,,
xerD,b2894,3038847,3039743,site-specific recombinase,ECK2889,"xerD,xprB,b2894,ECK2889",EG11071,,,,
gatB,b2093,2174282,2174566,galactitol-specific PTS enzyme IIB component,ECK2086,"gatB,b2093,ECK2086",EG12415,,,,
arnF,b2258,2372892,2373278,undecaprenyl-phosphate-&alpha;-L-Ara4N flippase - ArnF subunit,ECK2252,"arnF,yfbJ,b2258,ECK2252",G7171,,,,
yggU,b2953,3096383,3096673,DUF167 domain-containing protein YggU,ECK2948,"yggU,b2953,ECK2948",G7529,,,,
ybjI,b0844,885316,886131,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase,ECK0834,"ybjI,b0844,ECK0834",G6442,,,,
yfjP,b2632,2767710,2768573,CP4-57 prophage; putative GTP-binding protein YfjP,ECK2628,"yfjP,b2632,ECK2628",G7367,,,,
galP,b2943,3088284,3089678,galactose:H<sup>+</sup> symporter,ECK2938,"galP,Pgal,b2943,ECK2938",EG12148,,,,
plaR,b3574,3741684,3742532,DNA-binding transcriptional repressor PlaR,ECK3563,"plaR,yiaJ,b3574,ECK3563",EG12278,,,"ygjV,glpT,glpA,eda,plaR,yiaM,sgbE,sgbU,sgbH,lyxK,yiaO,yiaN,yiaL,yiaK","b3090,b2240,b2241,b1850,b3574,b3577,b3583,b3582,b3581,b3580,b3579,b3578,b3576,b3575"
wecC,b3787,3971260,3972522,UDP-<i>N</i>-acetyl-D-mannosamine dehydrogenase,ECK3779,"wecC,rff,rffD,mnaB,b3787,ECK3779",EG11452,,,,
ribE,b0415,434647,435117,"6,7-dimethyl-8-ribityllumazine synthase",ECK0409,"ribE,nusIII,ribH,ybaF,b0415,ECK0409",EG11322,,,,
rhsB,b3482,3619192,3623427,rhs element protein RhsB,ECK3466,"rhsB,b3482,ECK3466",EG10847,,,,
ruvC,b1863,1946855,1947376,crossover junction endodeoxyribonuclease RuvC,ECK1864,"ruvC,b1863,ECK1864",EG10925,,,,
rhaB,b3904,4095979,4097448,rhamnulokinase,ECK3897,"rhaB,b3904,ECK3897",EG11868,,,,
yeaV,b1801,1883188,1884633,putative transporter YeaV,ECK1799,"yeaV,b1801,ECK1799",G6987,,,,
ygcN,b2766,2892657,2893928,putative oxidoreductase with FAD/NAD(P)-binding domain,ECK2761,"ygcN,b2766,ECK2761",G7432,,,,
ribF,b0025,21407,22348,bifunctional riboflavin kinase / FMN adenylyltransferase,ECK0026,"ribF,yaaC,b0025,ECK0026",EG11079,,,,
yffL,b2443,2560257,2560898,CPZ-55 prophage; uncharacterized protein YffL,ECK2438,"yffL,b2443,ECK2438",G7273,,,,
csrA,b2696,2818961,2819146,carbon storage regulator,ECK2691,"csrA,zfiA,b2696,ECK2691",EG11447,"ymdA,moaE,moaD,moaC,moaB,moaA","b1044,b0785,b0784,b0783,b0782,b0781","rpoE,idlP,ytiD,ytiC,iraD,nhaR,pgaD,pgaC,pgaB,pgaA,dgcT,dgcZ,glgP,glgA,glgC,dgcI,pdeI,glgS,sdiA","b2573,b4722,b4721,b4720,b4326,b0020,b1021,b1022,b1023,b1024,b1025,b1535,b3428,b3429,b3430,b0834,b0833,b3049,b1916"
marR,b1530,1619120,1619554,DNA-binding transcriptional repressor MarR,ECK1523,"marR,cfxB,inaR,soxQ,b1530,ECK1523",EG11435,,,"marR,marA,marB","b1530,b1531,b1532"
wzyE,b3793,3978601,3979953,enterobacterial common antigen polymerase,ECK3786,"wzyE,rffT,b3793,ECK3786",EG11457,,,,
ribA,b1277,1338570,1339160,GTP cyclohydrolase 2,ECK1272,"ribA,b1277,ECK1272",EG11331,,,,
yfeK,b2419,2537342,2537716,DUF5329 domain-containing protein YfeK,ECK2414,"yfeK,b2419,ECK2414",G7260,,,,
recO,b2565,2701741,2702469,recombination mediator protein RecO,ECK2563,"recO,b2565,ECK2563",EG10832,,,,
aes,b0476,499014,499973,acetylesterase,ECK0470,"aes,ybaC,b0476,ECK0470",EG11101,,,,
ydgC,b1607,1681695,1682030,GlpM family protein,ECK1602,"ydgC,b1607,ECK1602",G6863,,,,
yeeJ,b1978,2044938,2052014,inverse autotransporter adhesin,ECK1974,"yeeJ,b1978,ECK1974",G7064,,,,
yigB,b3812,3997183,3997899,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase,ECK3807,"yigB,b3812,ECK3807",EG11202,,,,
yeeW,b2006,2077940,2078134,CP4-44 prophage; putative uncharacterized protein YeeW,ECK1999,"yeeW,b2006,ECK1999",G7086,,,,
sfsA,b0146,160782,161486,sugar fermentation stimulation protein A,ECK0145,"sfsA,sfs,sfs1,b0146,ECK0145",EG10949,,,,
sgcR,b4300,4526106,4526888,KpLE2 phage-like element; putative DNA-binding transcriptional regulator SgcR,ECK4289,"sgcR,yjhJ,b4300,ECK4289",G7913,,,,
wzzE,b3785,3969031,3970077,enterobacterial common antigen polysaccharide co-polymerase,ECK3777,"wzzE,wzz,yifC,b3785,ECK3777",EG11295,,,,
ribC,b1662,1742601,1743242,riboflavin synthase,ECK1658,"ribC,ribE,b1662,ECK1658",EG11406,,,,
yeaQ,b1795,1879007,1879255,PF04226 family protein YeaQ,ECK1793,"yeaQ,b1795,ECK1793",G6981,,,,
prfA,b1211,1265012,1266094,peptide chain release factor RF1,ECK1199,"prfA,ups?,sueB,uar,b1211,ECK1199",EG10761,,,,
mtlD,b3600,3774424,3775572,mannitol-1-phosphate 5-dehydrogenase,ECK3589,"mtlD,b3600,ECK3589",EG10616,,,,
nhaA,b0019,17489,18655,Na<sup>+</sup>:H<sup>+</sup> antiporter NhaA,ECK0020,"nhaA,ant,antA,b0019,ECK0020",EG10652,,,,
ydgK,b1626,1705250,1705690,DUF2569 domain-containing inner membrane protein YdgK,ECK1622,"ydgK,rsxP,b1626,ECK1622",G6870,,,,
ribD,b0414,433455,434558,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase,ECK0408,"ribD,nusII,ribG,ybaE,b0414,ECK0408",EG11321,,,,
ydfR,b1555,1640054,1640365,Qin prophage; protein YdfR,ECK1549,"ydfR,b1555,ECK1549",G6828,,,,
malQ,b3416,3547986,3550070,4-&alpha;-glucanotransferase,ECK3403,"malQ,malA,b3416,ECK3403",EG10561,,,,
dpiA,b0620,653862,654542,"DNA-binding transcriptional dual regulator DpiA-phosphorylated,DNA-binding transcriptional dual regulator DpiA",ECK0613,"dpiA,citB,criR,mpdA,b0620,ECK0613",G6346,"mdh,exuT,dpiA,dpiB,citC,citD,citE,citF,citX,citG","b3236,b3093,b0620,b0619,b0618,b0617,b0616,b0615,b0614,b0613",appY,b0564
wecF,b4481,3977525,3978604,TDP-<i>N</i>-acetylfucosamine:lipid II <i>N</i>-acetylfucosaminyltransferase,ECK3785,"wecF,yifM,b4404,rff,rffT,b4405,b4481,ECK3785",G7800,,,,
ribB,b3041,3183813,3184466,"3,4-dihydroxy-2-butanone-4-phosphate synthase",ECK3032,"ribB,luxH,htrP,luxH-l,b3041,ECK3032",EG10465,,,,
smrA,b1340,1405979,1406542,DNA endonuclease SmrA,ECK1337,"smrA,ydaL,b1340,ECK1337",G6672,,,,
infB,b3168,3313342,3316014,"translation initiation factor IF-2&beta;',translation initiation factor IF-2&beta;,translation initiation factor IF-2",ECK3157,"infB,ssyG,b3168,ECK3157",EG10505,,,,
hofO,b3393,3521009,3521449,DNA utilization protein HofO,ECK3380,"hofO,yrfB,b3393,ECK3380",G7737,,,,
ynaI,b1330,1394891,1395922,small conductance mechanosensitive channel YnaI,ECK1327,"ynaI,b1330,ECK1327",G6666,,,,
efeO,b1018,1082243,1083370,ferrous iron transport system protein EfeO,ECK1008,"efeO,ycdO,b1018,ECK1008",G6527,,,,
dxs,b0420,438315,440177,1-deoxy-D-xylulose-5-phosphate synthase,ECK0414,"dxs,yajP,b0420,ECK0414",G6237,,,,
ynaA,b1368,1426454,1427482,Rac prophage; putative prophage tail length tape measure domain-containing protein YnaA,ECK1365,"ynaA,tmpR,b1368,ECK1365",G6691,,,,
eutD,b2458,2572489,2573505,phosphate acetyltransferase EutD,ECK2453,"eutD,ypfA,eutI,b2458,ECK2453",G7288,,,,
acrR,b0464,485761,486408,DNA-binding transcriptional repressor AcrR,ECK0458,"acrR,ybaH,b0464,ECK0458",EG12116,,,"flhC,flhD,soxS,soxR,marR,marA,marB,micF,acrR,acrA,acrB","b1891,b1892,b4062,b4063,b1530,b1531,b1532,b4439,b0464,b0463,b0462"
pdxH,b1638,1717351,1718007,pyridoxine/pyridoxamine 5'-phosphate oxidase,ECK1634,"pdxH,b1638,ECK1634",EG11487,,,,
ybiV,b0822,859213,860028,sugar phosphatase YbiV,ECK0812,"ybiV,b0822,ECK0812",G6425,,,,
yheS,b3352,3481289,3483202,putative ATP-binding protein YheS,ECK3340,"yheS,b3352,ECK3340",EG12903,,,,
hofQ,b3391,3519465,3520703,DNA utilization protein HofQ,ECK3378,"hofQ,hopQ,b3391,ECK3378",EG12113,,,,
ybhI,b0770,801887,803320,putative tricarboxylate transporter,ECK0759,"ybhI,b0770,ECK0759",G6400,,,,
fdrA,b0518,546680,548347,putative oxamate carbamoyltransferase FdrA,ECK0511,"fdrA,ylbD,b0518,ECK0511",G6287,,,,
pdxA,b0052,52427,53416,4-hydroxythreonine-4-phosphate dehydrogenase,ECK0053,"pdxA,b0052,ECK0053",EG10691,,,,
ymfR,b1150,1205549,1205731,e14 prophage; IPR020297 domain-containing protein YmfR,ECK1136,"ymfR,b1150,ECK1136",G6594,,,,
deoD,b4384,4620883,4621602,purine nucleoside phosphorylase,ECK4376,"deoD,pup,b4384,ECK4376",EG10222,,,,
relB,b1564,1645633,1645872,Qin prophage; antitoxin/DNA-binding transcriptional repressor RelB,ECK1558,"relB,RC,b1564,ECK1558",EG10836,,,"hokD,relE,relB","b1562,b1563,b1564"
nudL,b1813,1896170,1896748,putative NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity,ECK1811,"nudL,yeaB,b1813,ECK1811",EG12693,,,,
yafV,b0219,239419,240189,2-oxoglutaramate amidase,ECK0220,"yafV,b0219,ECK0220",G6103,,,,
fusA,b3340,3471400,3473514,elongation factor G,ECK3327,"fusA,far,fus,b3340,ECK3327",EG10360,,,,
yhhX,b3440,3579768,3580805,putative oxidoreductase YhhX,ECK3425,"yhhX,b3440,ECK3425",G7757,,,,
ppiD,b0441,461915,463786,periplasmic folding chaperone,ECK0435,"ppiD,ybaU,b0441,ECK0435",G6242,,,,
narS,b4813,1279337,1279520,putative small regulatory RNA NarS,ECK4670,"narS,b4813,ECK4670",G0-17088,,,,
pdxJ,b2564,2700998,2701729,pyridoxine 5'-phosphate synthase,ECK2562,"pdxJ,b2564,ECK2562",EG10693,,,,
ybcV,b0558,579184,579594,DLP12 prophage; DUF1398 domain-containing protein YbcV,ECK0550,"ybcV,b0558,ECK0550",G6313,,,,
hofN,b3394,3521433,3521972,DNA utilization protein HofN,ECK3381,"hofN,yrfC,b3394,ECK3381",G7738,,,,
