"","ACCID","DB","Feature","Start","End","misc1","Strand","misc2","Notes","gene_synonym","locus_tag","GeneID","Parent","ID","gbkey","gene_biotype","gene","product","ECKnb"
"66","NC_000913.3","RefSeq","gene",71351,72115,".","+",".","ID=gene-b0065;Dbxref=ASAP:ABE-0000241,ECOCYC:EG11571,GeneID:944783;Name=yabI;gbkey=Gene;gene=yabI;gene_biotype=protein_coding;gene_synonym=ECK0066;locus_tag=b0065","ECK0066","b0065","944783",NA,"gene-b0065","Gene","protein_coding","yabI","DedA family protein YabI","ECK0066"
"67","NC_000913.3","RefSeq","gene",72229,72927,".","-",".","ID=gene-b0066;Dbxref=ASAP:ABE-0000244,ECOCYC:EG11572,GeneID:944785;Name=thiQ;gbkey=Gene;gene=thiQ;gene_biotype=protein_coding;gene_synonym=ECK0067,sfuC,yabJ;locus_tag=b0066","ECK0067,sfuC,yabJ","b0066","944785",NA,"gene-b0066","Gene","protein_coding","thiQ","thiamine ABC transporter ATP binding subunit","ECK0067"
"68","NC_000913.3","RefSeq","gene",72911,74521,".","-",".","ID=gene-b0067;Dbxref=ASAP:ABE-0000246,ECOCYC:EG11573,GeneID:944784;Name=thiP;gbkey=Gene;gene=thiP;gene_biotype=protein_coding;gene_synonym=ECK0068,sfuB,yabK;locus_tag=b0067","ECK0068,sfuB,yabK","b0067","944784",NA,"gene-b0067","Gene","protein_coding","thiP","thiamine ABC transporter membrane subunit","ECK0068"
"69","NC_000913.3","RefSeq","gene",74497,75480,".","-",".","ID=gene-b0068;Dbxref=ASAP:ABE-0000249,ECOCYC:EG11574,GeneID:946306;Name=thiB;gbkey=Gene;gene=thiB;gene_biotype=protein_coding;gene_synonym=ECK0069,sfuA,tbpA,yabL;locus_tag=b0068","ECK0069,sfuA,tbpA,yabL","b0068","946306",NA,"gene-b0068","Gene","protein_coding","thiB","thiamine ABC transporter periplasmic binding protein","ECK0069"
"70","NC_000913.3","RefSeq","gene",75516,75608,".","-",".","ID=gene-b4762;Dbxref=ECOCYC:G0-9381,GeneID:63925622;Name=sroA;gbkey=Gene;gene=sroA;gene_biotype=ncRNA;gene_synonym=ECK4619,tpe79;locus_tag=b4762","ECK4619,tpe79","b4762","63925622",NA,"gene-b4762","Gene","ncRNA","sroA","small RNA SroA","ECK4619"
"71","NC_000913.3","RefSeq","gene",75644,77299,".","-",".","ID=gene-b0069;Dbxref=ASAP:ABE-0000251,ECOCYC:EG12094,GeneID:944788;Name=sgrR;gbkey=Gene;gene=sgrR;gene_biotype=protein_coding;gene_synonym=ECK0070,yabN;locus_tag=b0069","ECK0070,yabN","b0069","944788",NA,"gene-b0069","Gene","protein_coding","sgrR","DNA-binding transcriptional dual regulator SgrR","ECK0070"
"72","NC_000913.3","RefSeq","gene",77367,77593,".","+",".","ID=gene-b4577;Dbxref=ASAP:ABE-0285090,ECOCYC:G0-9941,GeneID:4056038;Name=sgrS;gbkey=Gene;gene=sgrS;gene_biotype=ncRNA;gene_synonym=ECK0071,ryaA;locus_tag=b4577","ECK0071,ryaA","b4577","4056038",NA,"gene-b4577","Gene","ncRNA","sgrS","small regulatory RNA SgrS","ECK0071"
"73","NC_000913.3","RefSeq","gene",77388,77519,".","+",".","ID=gene-b4662;Dbxref=ECOCYC:G0-10617,GeneID:7751624;Name=sgrT;gbkey=Gene;gene=sgrT;gene_biotype=protein_coding;gene_synonym=ECK4477;locus_tag=b4662","ECK4477","b4662","7751624",NA,"gene-b4662","Gene","protein_coding","sgrT","PtsG glucose transporter inhibitor","ECK4477"
"74","NC_000913.3","RefSeq","gene",77621,78799,".","+",".","ID=gene-b0070;Dbxref=ASAP:ABE-0000257,ECOCYC:EG11754,GeneID:944793;Name=setA;gbkey=Gene;gene=setA;gene_biotype=protein_coding;gene_synonym=ECK0072,yabM;locus_tag=b0070","ECK0072,yabM","b0070","944793",NA,"gene-b0070","Gene","protein_coding","setA","sugar exporter SetA","ECK0072"
"75","NC_000913.3","RefSeq","gene",78848,79453,".","-",".","ID=gene-b0071;Dbxref=ASAP:ABE-0000259,ECOCYC:EG11575,GeneID:945642;Name=leuD;gbkey=Gene;gene=leuD;gene_biotype=protein_coding;gene_synonym=ECK0073;locus_tag=b0071","ECK0073","b0071","945642",NA,"gene-b0071","Gene","protein_coding","leuD","3-isopropylmalate dehydratase subunit LeuD","ECK0073"
"76","NC_000913.3","RefSeq","gene",79464,80864,".","-",".","ID=gene-b0072;Dbxref=ASAP:ABE-0000261,ECOCYC:EG11576,GeneID:945076;Name=leuC;gbkey=Gene;gene=leuC;gene_biotype=protein_coding;gene_synonym=ECK0074;locus_tag=b0072","ECK0074","b0072","945076",NA,"gene-b0072","Gene","protein_coding","leuC","3-isopropylmalate dehydratase subunit LeuC","ECK0074"
"77","NC_000913.3","RefSeq","gene",80867,81958,".","-",".","ID=gene-b0073;Dbxref=ASAP:ABE-0000265,ECOCYC:EG11577,GeneID:944798;Name=leuB;gbkey=Gene;gene=leuB;gene_biotype=protein_coding;gene_synonym=ECK0075;locus_tag=b0073","ECK0075","b0073","944798",NA,"gene-b0073","Gene","protein_coding","leuB","3-isopropylmalate dehydrogenase","ECK0075"
"78","NC_000913.3","RefSeq","gene",81958,83529,".","-",".","ID=gene-b0074;Dbxref=ASAP:ABE-0000267,ECOCYC:EG11226,GeneID:947465;Name=leuA;gbkey=Gene;gene=leuA;gene_biotype=protein_coding;gene_synonym=ECK0076;locus_tag=b0074","ECK0076","b0074","947465",NA,"gene-b0074","Gene","protein_coding","leuA","2-isopropylmalate synthase","ECK0076"
"79","NC_000913.3","RefSeq","gene",83622,83708,".","-",".","ID=gene-b0075;Dbxref=ASAP:ABE-0000269,ECOCYC:EG11280,GeneID:946072;Name=leuL;gbkey=Gene;gene=leuL;gene_biotype=protein_coding;gene_synonym=ECK0077,leuIP,leulL,leulLP,leuLP;locus_tag=b0075","ECK0077,leuIP,leulL,leulLP,leuLP","b0075","946072",NA,"gene-b0075","Gene","protein_coding","leuL","leu operon leader peptide","ECK0077"
"80","NC_000913.3","RefSeq","gene",84368,85312,".","+",".","ID=gene-b0076;Dbxref=ASAP:ABE-0000280,ECOCYC:EG10531,GeneID:949034;Name=leuO;gbkey=Gene;gene=leuO;gene_biotype=protein_coding;gene_synonym=ECK0078;locus_tag=b0076","ECK0078","b0076","949034",NA,"gene-b0076","Gene","protein_coding","leuO","DNA-binding transcriptional dual regulator LeuO","ECK0078"
"81","NC_000913.3","RefSeq","gene",85467,85511,".","-",".","ID=gene-b4726;Dbxref=ECOCYC:G0-16721,GeneID:38094934;Name=yabR;gbkey=Gene;gene=yabR;gene_biotype=protein_coding;gene_synonym=ECK4583;locus_tag=b4726","ECK4583","b4726","38094934",NA,"gene-b4726","Gene","protein_coding","yabR","protein YabR","ECK4583"
"82","NC_000913.3","RefSeq","gene",85630,87354,".","+",".","ID=gene-b0077;Dbxref=ASAP:ABE-0000290,ECOCYC:EG10500,GeneID:948793;Name=ilvI;gbkey=Gene;gene=ilvI;gene_biotype=protein_coding;gene_synonym=ECK0079;locus_tag=b0077","ECK0079","b0077","948793",NA,"gene-b0077","Gene","protein_coding","ilvI","acetolactate synthase/acetohydroxybutanoate synthase%2C catalytic subunit","ECK0079"
"83","NC_000913.3","RefSeq","gene",87357,87848,".","+",".","ID=gene-b0078;Dbxref=ASAP:ABE-0000294,ECOCYC:EG10499,GeneID:947267;Name=ilvH;gbkey=Gene;gene=ilvH;gene_biotype=protein_coding;gene_synonym=brnP,ECK0080;locus_tag=b0078","brnP,ECK0080","b0078","947267",NA,"gene-b0078","Gene","protein_coding","ilvH","acetolactate synthase/acetohydroxybutanoate synthase%2C regulatory subunit","ECK0080"
"84","NC_000913.3","RefSeq","gene",88028,89032,".","+",".","ID=gene-b0080;Dbxref=ASAP:ABE-0000299,ECOCYC:EG10338,GeneID:944804;Name=cra;gbkey=Gene;gene=cra;gene_biotype=protein_coding;gene_synonym=ECK0081,fruC,fruR,shl;locus_tag=b0080","ECK0081,fruC,fruR,shl","b0080","944804",NA,"gene-b0080","Gene","protein_coding","cra","DNA-binding transcriptional dual regulator Cra","ECK0081"
"85","NC_000913.3","RefSeq","gene",89634,90092,".","+",".","ID=gene-b0081;Dbxref=ASAP:ABE-0000302,ECOCYC:EG11084,GeneID:944810;Name=mraZ;gbkey=Gene;gene=mraZ;gene_biotype=protein_coding;gene_synonym=ECK0082,yabB;locus_tag=b0081","ECK0082,yabB","b0081","944810",NA,"gene-b0081","Gene","protein_coding","mraZ","DNA-binding transcriptional repressor MraZ","ECK0082"
"86","NC_000913.3","RefSeq","gene",90094,91035,".","+",".","ID=gene-b0082;Dbxref=ASAP:ABE-0000304,ECOCYC:EG11085,GeneID:944806;Name=rsmH;gbkey=Gene;gene=rsmH;gene_biotype=protein_coding;gene_synonym=ECK0083,mraW,yabC;locus_tag=b0082","ECK0083,mraW,yabC","b0082","944806",NA,"gene-b0082","Gene","protein_coding","rsmH","16S rRNA m(4)C1402 methyltransferase","ECK0083"
"87","NC_000913.3","RefSeq","gene",91032,91397,".","+",".","ID=gene-b0083;Dbxref=ASAP:ABE-0000306,ECOCYC:EG11086,GeneID:944803;Name=ftsL;gbkey=Gene;gene=ftsL;gene_biotype=protein_coding;gene_synonym=ECK0084,mraR,yabD;locus_tag=b0083","ECK0084,mraR,yabD","b0083","944803",NA,"gene-b0083","Gene","protein_coding","ftsL","cell division protein FtsL","ECK0084"
"88","NC_000913.3","RefSeq","gene",91413,93179,".","+",".","ID=gene-b0084;Dbxref=ASAP:ABE-0000309,ECOCYC:EG10341,GeneID:944799;Name=ftsI;gbkey=Gene;gene=ftsI;gene_biotype=protein_coding;gene_synonym=ECK0085,pbpB,sep;locus_tag=b0084","ECK0085,pbpB,sep","b0084","944799",NA,"gene-b0084","Gene","protein_coding","ftsI","peptidoglycan DD-transpeptidase FtsI","ECK0085"
"89","NC_000913.3","RefSeq","gene",92485,92658,".","+",".","ID=gene-b4810;Dbxref=ECOCYC:G0-17085,GeneID:71004551;Name=ftsO;gbkey=Gene;gene=ftsO;gene_biotype=ncRNA;gene_synonym=ECK4667;locus_tag=b4810","ECK4667","b4810","71004551",NA,"gene-b4810","Gene","ncRNA","ftsO","small regulatory RNA FtsO","ECK4667"
"90","NC_000913.3","RefSeq","gene",93166,94653,".","+",".","ID=gene-b0085;Dbxref=ASAP:ABE-0000311,ECOCYC:EG10621,GeneID:944791;Name=murE;gbkey=Gene;gene=murE;gene_biotype=protein_coding;gene_synonym=ECK0086;locus_tag=b0085","ECK0086","b0085","944791",NA,"gene-b0085","Gene","protein_coding","murE","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase","ECK0086"
"91","NC_000913.3","RefSeq","gene",94650,96008,".","+",".","ID=gene-b0086;Dbxref=ASAP:ABE-0000313,ECOCYC:EG10622,GeneID:944813;Name=murF;gbkey=Gene;gene=murF;gene_biotype=protein_coding;gene_synonym=ECK0087,mra;locus_tag=b0086","ECK0087,mra","b0086","944813",NA,"gene-b0086","Gene","protein_coding","murF","D-alanyl-D-alanine-adding enzyme","ECK0087"
"92","NC_000913.3","RefSeq","gene",96002,97084,".","+",".","ID=gene-b0087;Dbxref=ASAP:ABE-0000316,ECOCYC:EG10604,GeneID:944814;Name=mraY;gbkey=Gene;gene=mraY;gene_biotype=protein_coding;gene_synonym=ECK0088,murX;locus_tag=b0087","ECK0088,murX","b0087","944814",NA,"gene-b0087","Gene","protein_coding","mraY","phospho-N-acetylmuramoyl-pentapeptide-transferase","ECK0088"
"93","NC_000913.3","RefSeq","gene",97087,98403,".","+",".","ID=gene-b0088;Dbxref=ASAP:ABE-0000318,ECOCYC:EG10620,GeneID:944818;Name=murD;gbkey=Gene;gene=murD;gene_biotype=protein_coding;gene_synonym=ECK0089;locus_tag=b0088","ECK0089","b0088","944818",NA,"gene-b0088","Gene","protein_coding","murD","UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase","ECK0089"
"94","NC_000913.3","RefSeq","gene",98403,99647,".","+",".","ID=gene-b0089;Dbxref=ASAP:ABE-0000320,ECOCYC:EG10344,GeneID:946322;Name=ftsW;gbkey=Gene;gene=ftsW;gene_biotype=protein_coding;gene_synonym=ECK0090;locus_tag=b0089","ECK0090","b0089","946322",NA,"gene-b0089","Gene","protein_coding","ftsW","peptidoglycan glycosyltransferase FtsW","ECK0090"
"95","NC_000913.3","RefSeq","gene",99644,100711,".","+",".","ID=gene-b0090;Dbxref=ASAP:ABE-0000322,ECOCYC:EG10623,GeneID:946321;Name=murG;gbkey=Gene;gene=murG;gene_biotype=protein_coding;gene_synonym=ECK0091;locus_tag=b0090","ECK0091","b0090","946321",NA,"gene-b0090","Gene","protein_coding","murG","N-acetylglucosaminyl transferase","ECK0091"
"96","NC_000913.3","RefSeq","gene",100765,102240,".","+",".","ID=gene-b0091;Dbxref=ASAP:ABE-0000324,ECOCYC:EG10619,GeneID:946153;Name=murC;gbkey=Gene;gene=murC;gene_biotype=protein_coding;gene_synonym=ECK0092;locus_tag=b0091","ECK0092","b0091","946153",NA,"gene-b0091","Gene","protein_coding","murC","UDP-N-acetylmuramate--L-alanine ligase","ECK0092"
"97","NC_000913.3","RefSeq","gene",102233,103153,".","+",".","ID=gene-b0092;Dbxref=ASAP:ABE-0000326,ECOCYC:EG10214,GeneID:946324;Name=ddlB;gbkey=Gene;gene=ddlB;gene_biotype=protein_coding;gene_synonym=ddl,ECK0093;locus_tag=b0092","ddl,ECK0093","b0092","946324",NA,"gene-b0092","Gene","protein_coding","ddlB","D-alanine--D-alanine ligase B","ECK0093"
"98","NC_000913.3","RefSeq","gene",103155,103985,".","+",".","ID=gene-b0093;Dbxref=ASAP:ABE-0000329,ECOCYC:EG10342,GeneID:944823;Name=ftsQ;gbkey=Gene;gene=ftsQ;gene_biotype=protein_coding;gene_synonym=ECK0094;locus_tag=b0093","ECK0094","b0093","944823",NA,"gene-b0093","Gene","protein_coding","ftsQ","cell division protein FtsQ","ECK0094"
"99","NC_000913.3","RefSeq","gene",103982,105244,".","+",".","ID=gene-b0094;Dbxref=ASAP:ABE-0000331,ECOCYC:EG10339,GeneID:944778;Name=ftsA;gbkey=Gene;gene=ftsA;gene_biotype=protein_coding;gene_synonym=divA,ECK0095;locus_tag=b0094","divA,ECK0095","b0094","944778",NA,"gene-b0094","Gene","protein_coding","ftsA","cell division protein FtsA","ECK0095"
"100","NC_000913.3","RefSeq","gene",105305,106456,".","+",".","ID=gene-b0095;Dbxref=ASAP:ABE-0000333,ECOCYC:EG10347,GeneID:944786;Name=ftsZ;gbkey=Gene;gene=ftsZ;gene_biotype=protein_coding;gene_synonym=ECK0096,sfiB,sulB;locus_tag=b0095","ECK0096,sfiB,sulB","b0095","944786",NA,"gene-b0095","Gene","protein_coding","ftsZ","cell division protein FtsZ","ECK0096"
"101","NC_000913.3","RefSeq","gene",106557,107474,".","+",".","ID=gene-b0096;Dbxref=ASAP:ABE-0000336,ECOCYC:EG10265,GeneID:944816;Name=lpxC;gbkey=Gene;gene=lpxC;gene_biotype=protein_coding;gene_synonym=asmB,ECK0097,envA;locus_tag=b0096","asmB,ECK0097,envA","b0096","944816",NA,"gene-b0096","Gene","protein_coding","lpxC","UDP-3-O-acyl-N-acetylglucosamine deacetylase","ECK0097"
"102","NC_000913.3","RefSeq","gene",107705,108217,".","+",".","ID=gene-b0097;Dbxref=ASAP:ABE-0000340,ECOCYC:EG11087,GeneID:944831;Name=secM;gbkey=Gene;gene=secM;gene_biotype=protein_coding;gene_synonym=ECK0098,srrA,yacA;locus_tag=b0097","ECK0098,srrA,yacA","b0097","944831",NA,"gene-b0097","Gene","protein_coding","secM","SecA translation regulator","ECK0098"
"103","NC_000913.3","RefSeq","gene",108279,110984,".","+",".","ID=gene-b0098;Dbxref=ASAP:ABE-0000343,ECOCYC:EG10936,GeneID:944821;Name=secA;gbkey=Gene;gene=secA;gene_biotype=protein_coding;gene_synonym=azi,ECK0099,pea,prlD;locus_tag=b0098","azi,ECK0099,pea,prlD","b0098","944821",NA,"gene-b0098","Gene","protein_coding","secA","protein translocation ATPase","ECK0099"
"104","NC_000913.3","RefSeq","gene",111044,111433,".","+",".","ID=gene-b0099;Dbxref=ASAP:ABE-0000346,ECOCYC:EG10626,GeneID:944824;Name=mutT;gbkey=Gene;gene=mutT;gene_biotype=protein_coding;gene_synonym=ECK0100,nudA;locus_tag=b0099","ECK0100,nudA","b0099","944824",NA,"gene-b0099","Gene","protein_coding","mutT","8-oxo-dGTP diphosphatase","ECK0100"
"105","NC_000913.3","RefSeq","gene",111649,111846,".","-",".","ID=gene-b0101;Dbxref=ASAP:ABE-0000351,ECOCYC:EG12314,GeneID:945630;Name=yacG;gbkey=Gene;gene=yacG;gene_biotype=protein_coding;gene_synonym=ECK0101;locus_tag=b0101","ECK0101","b0101","945630",NA,"gene-b0101","Gene","protein_coding","yacG","DNA gyrase inhibitor YacG","ECK0101"
"106","NC_000913.3","RefSeq","gene",111856,112599,".","-",".","ID=gene-b0102;Dbxref=ASAP:ABE-0000355,ECOCYC:EG12313,GeneID:944873;Name=zapD;gbkey=Gene;gene=zapD;gene_biotype=protein_coding;gene_synonym=ECK0102,yacF;locus_tag=b0102","ECK0102,yacF","b0102","944873",NA,"gene-b0102","Gene","protein_coding","zapD","cell division factor ZapD","ECK0102"
"107","NC_000913.3","RefSeq","gene",112599,113219,".","-",".","ID=gene-b0103;Dbxref=ASAP:ABE-0000357,ECOCYC:EG12312,GeneID:949060;Name=coaE;gbkey=Gene;gene=coaE;gene_biotype=protein_coding;gene_synonym=ECK0103,yacE;locus_tag=b0103","ECK0103,yacE","b0103","949060",NA,"gene-b0103","Gene","protein_coding","coaE","dephospho-CoA kinase","ECK0103"
"108","NC_000913.3","RefSeq","gene",113244,113288,".","+",".","ID=gene-b4727;Dbxref=ECOCYC:G0-16722,GeneID:38094935;Name=yacM;gbkey=Gene;gene=yacM;gene_biotype=protein_coding;gene_synonym=ECK4584;locus_tag=b4727","ECK4584","b4727","38094935",NA,"gene-b4727","Gene","protein_coding","yacM","protein YacM","ECK4584"
"109","NC_000913.3","RefSeq","gene",113444,114487,".","+",".","ID=gene-b0104;Dbxref=ASAP:ABE-0000362,ECOCYC:EG10422,GeneID:948986;Name=guaC;gbkey=Gene;gene=guaC;gene_biotype=protein_coding;gene_synonym=ECK0104;locus_tag=b0104","ECK0104","b0104","948986",NA,"gene-b0104","Gene","protein_coding","guaC","GMP reductase","ECK0104"
"110","NC_000913.3","RefSeq","gene",114522,115724,".","-",".","ID=gene-b0106;Dbxref=ASAP:ABE-0000366,ECOCYC:EG11798,GeneID:945806;Name=hofC;gbkey=Gene;gene=hofC;gene_biotype=protein_coding;gene_synonym=ECK0105,hopC,yacD;locus_tag=b0106","ECK0105,hopC,yacD","b0106","945806",NA,"gene-b0106","Gene","protein_coding","hofC","inner membrane protein HofC","ECK0105"
"111","NC_000913.3","RefSeq","gene",115714,117099,".","-",".","ID=gene-b0107;Dbxref=ASAP:ABE-0000370,ECOCYC:EG12106,GeneID:947481;Name=hofB;gbkey=Gene;gene=hofB;gene_biotype=protein_coding;gene_synonym=ECK0106,hopB;locus_tag=b0107","ECK0106,hopB","b0107","947481",NA,"gene-b0107","Gene","protein_coding","hofB","T2SSE family protein","ECK0106"
"112","NC_000913.3","RefSeq","gene",117109,117549,".","-",".","ID=gene-b0108;Dbxref=ASAP:ABE-0000372,ECOCYC:EG12107,GeneID:945817;Name=ppdD;gbkey=Gene;gene=ppdD;gene_biotype=protein_coding;gene_synonym=ECK0107;locus_tag=b0108","ECK0107","b0108","945817",NA,"gene-b0108","Gene","protein_coding","ppdD","prepilin-type N-terminal cleavage/methylation domain-containing protein PpdD","ECK0107"
"113","NC_000913.3","RefSeq","gene",117752,118645,".","-",".","ID=gene-b0109;Dbxref=ASAP:ABE-0000374,ECOCYC:EG11546,GeneID:948869;Name=nadC;gbkey=Gene;gene=nadC;gene_biotype=protein_coding;gene_synonym=ECK0108;locus_tag=b0109","ECK0108","b0109","948869",NA,"gene-b0109","Gene","protein_coding","nadC","quinolinate phosphoribosyltransferase (decarboxylating)","ECK0108"
"114","NC_000913.3","RefSeq","gene",118733,119284,".","+",".","ID=gene-b0110;Dbxref=ASAP:ABE-0000380,ECOCYC:EG10041,GeneID:948877;Name=ampD;gbkey=Gene;gene=ampD;gene_biotype=protein_coding;gene_synonym=ECK0109;locus_tag=b0110","ECK0109","b0110","948877",NA,"gene-b0110","Gene","protein_coding","ampD","1%2C6-anhydro-N-acetylmuramoyl-L-alanine amidase","ECK0109"
"115","NC_000913.3","RefSeq","gene",119281,120135,".","+",".","ID=gene-b0111;Dbxref=ASAP:ABE-0000382,ECOCYC:EG10042,GeneID:946678;Name=ampE;gbkey=Gene;gene=ampE;gene_biotype=protein_coding;gene_synonym=ECK0110;locus_tag=b0111","ECK0110","b0111","946678",NA,"gene-b0111","Gene","protein_coding","ampE","protein AmpE","ECK0110"
"116","NC_000913.3","RefSeq","gene",120178,121551,".","-",".","ID=gene-b0112;Dbxref=ASAP:ABE-0000384,ECOCYC:EG10084,GeneID:946018;Name=aroP;gbkey=Gene;gene=aroP;gene_biotype=protein_coding;gene_synonym=aroR,ECK0111;locus_tag=b0112","aroR,ECK0111","b0112","946018",NA,"gene-b0112","Gene","protein_coding","aroP","aromatic amino acid:H(+) symporter AroP","ECK0111"
"117","NC_000913.3","RefSeq","gene",122092,122856,".","+",".","ID=gene-b0113;Dbxref=ASAP:ABE-0000394,ECOCYC:EG11088,GeneID:944827;Name=pdhR;gbkey=Gene;gene=pdhR;gene_biotype=protein_coding;gene_synonym=aceC,ECK0112,genA,yacB;locus_tag=b0113","aceC,ECK0112,genA,yacB","b0113","944827",NA,"gene-b0113","Gene","protein_coding","pdhR","DNA-binding transcriptional dual regulator PdhR","ECK0112"
"118","NC_000913.3","RefSeq","gene",123017,125680,".","+",".","ID=gene-b0114;Dbxref=ASAP:ABE-0000397,ECOCYC:EG10024,GeneID:944834;Name=aceE;gbkey=Gene;gene=aceE;gene_biotype=protein_coding;gene_synonym=ECK0113;locus_tag=b0114","ECK0113","b0114","944834",NA,"gene-b0114","Gene","protein_coding","aceE","pyruvate dehydrogenase E1 component","ECK0113"
"119","NC_000913.3","RefSeq","gene",125695,127587,".","+",".","ID=gene-b0115;Dbxref=ASAP:ABE-0000400,ECOCYC:EG10025,GeneID:944794;Name=aceF;gbkey=Gene;gene=aceF;gene_biotype=protein_coding;gene_synonym=ECK0114;locus_tag=b0115","ECK0114","b0115","944794",NA,"gene-b0115","Gene","protein_coding","aceF","pyruvate dehydrogenase%2C E2 subunit","ECK0114"
"120","NC_000913.3","RefSeq","gene",127912,129336,".","+",".","ID=gene-b0116;Dbxref=ASAP:ABE-0000404,ECOCYC:EG10543,GeneID:944854;Name=lpd;gbkey=Gene;gene=lpd;gene_biotype=protein_coding;gene_synonym=dhl,ECK0115,lpdA;locus_tag=b0116","dhl,ECK0115,lpdA","b0116","944854",NA,"gene-b0116","Gene","protein_coding","lpd","lipoamide dehydrogenase","ECK0115"
"121","NC_000913.3","RefSeq","gene",129407,131260,".","-",".","ID=gene-b0117;Dbxref=ASAP:ABE-0000406,ECOCYC:EG12315,GeneID:944868;Name=yacH;gbkey=Gene;gene=yacH;gene_biotype=protein_coding;gene_synonym=ECK0116;locus_tag=b0117","ECK0116","b0117","944868",NA,"gene-b0117","Gene","protein_coding","yacH","DUF3300 domain-containing protein YacH","ECK0116"
"122","NC_000913.3","RefSeq","gene",131615,134212,".","+",".","ID=gene-b0118;Dbxref=ASAP:ABE-0000411,ECOCYC:EG12316,GeneID:944864;Name=acnB;gbkey=Gene;gene=acnB;gene_biotype=protein_coding;gene_synonym=ECK0117,yacI,yacJ;locus_tag=b0118","ECK0117,yacI,yacJ","b0118","944864",NA,"gene-b0118","Gene","protein_coding","acnB","AcnB","ECK0117"
"123","NC_000913.3","RefSeq","gene",134388,134750,".","+",".","ID=gene-b0119;Dbxref=ASAP:ABE-0000414,ECOCYC:EG12605,GeneID:944809;Name=yacL;gbkey=Gene;gene=yacL;gene_biotype=protein_coding;gene_synonym=ECK0118;locus_tag=b0119","ECK0118","b0119","944809",NA,"gene-b0119","Gene","protein_coding","yacL","PF06062 family protein YacL","ECK0118"
"124","NC_000913.3","RefSeq","gene",134788,135582,".","-",".","ID=gene-b0120;Dbxref=ASAP:ABE-0000416,ECOCYC:EG10962,GeneID:947719;Name=speD;gbkey=Gene;gene=speD;gene_biotype=protein_coding;gene_synonym=ECK0119;locus_tag=b0120","ECK0119","b0120","947719",NA,"gene-b0120","Gene","protein_coding","speD","S-adenosylmethionine decarboxylase proenzyme","ECK0119"
"125","NC_000913.3","RefSeq","gene",135598,136464,".","-",".","ID=gene-b0121;Dbxref=ASAP:ABE-0000418,ECOCYC:EG10963,GeneID:947726;Name=speE;gbkey=Gene;gene=speE;gene_biotype=protein_coding;gene_synonym=ECK0120;locus_tag=b0121","ECK0120","b0121","947726",NA,"gene-b0121","Gene","protein_coding","speE","spermidine synthase","ECK0120"
"126","NC_000913.3","RefSeq","gene",136570,136917,".","-",".","ID=gene-b0122;Dbxref=ASAP:ABE-0000423,ECOCYC:EG11089,GeneID:948472;Name=yacC;gbkey=Gene;gene=yacC;gene_biotype=protein_coding;gene_synonym=ECK0121;locus_tag=b0122","ECK0121","b0122","948472",NA,"gene-b0122","Gene","protein_coding","yacC","putative lipoprotein YacC","ECK0121"
"127","NC_000913.3","RefSeq","gene",137083,138633,".","+",".","ID=gene-b0123;Dbxref=ASAP:ABE-0000430,ECOCYC:EG12318,GeneID:947736;Name=cueO;gbkey=Gene;gene=cueO;gene_biotype=protein_coding;gene_synonym=ECK0122,yacK;locus_tag=b0123","ECK0122,yacK","b0123","947736",NA,"gene-b0123","Gene","protein_coding","cueO","multicopper oxidase CueO","ECK0122"
"128","NC_000913.3","RefSeq","gene",138835,141225,".","-",".","ID=gene-b0124;Dbxref=ASAP:ABE-0000433,ECOCYC:EG10369,GeneID:944830;Name=gcd;gbkey=Gene;gene=gcd;gene_biotype=protein_coding;gene_synonym=ECK0123;locus_tag=b0124","ECK0123","b0124","944830",NA,"gene-b0124","Gene","protein_coding","gcd","quinoprotein glucose dehydrogenase","ECK0123"
