Start	End	Biotype	Strand	Name	Locus_tag	Product	ECKnb
517425	518279	protein_coding	C	cnoX	b0492		ECK0486
518340	519149	protein_coding	C	ybbO	b0493		ECK0487
519139	519765	protein_coding	C	tesA	b0494		ECK0488
519733	520419	protein_coding	D	ybbA	b0495		ECK0489
520416	522830	protein_coding	D	ybbP	b0496		ECK0490
523261	527541	protein_coding	D	rhsD	b0497		ECK0491
527581	527949	protein_coding	D	ybbC	b0498		ECK0492
529645	530016	protein_coding	C	ylbG	b0502		ECK0495
530132	531226	protein_coding	C	selU	b0503		ECK0496
531295	532221	protein_coding	C	allS	b0504		ECK0497
532451	532933	protein_coding	D	allA	b0505		ECK0498
533011	533826	protein_coding	D	allR	b0506		ECK0499
533629	533863	ncRNA	D	allZ	b4831		ECK4688
533916	535697	protein_coding	D	gcl	b0507		ECK0500
535710	536486	protein_coding	D	hyi	b0508		ECK0501
536586	537464	protein_coding	D	glxR	b0509		ECK0502
537633	539087	protein_coding	D	ybbW	b0511		ECK0504
539147	540508	protein_coding	D	allB	b0512		ECK0505
540565	541866	protein_coding	D	ybbY	b0513		ECK0506
541888	543033	protein_coding	D	glxK	b0514		ECK0507
543261	544046	protein_coding	C	allE	b0515		ECK0508
544057	545292	protein_coding	C	allC	b0516		ECK0509
545314	546363	protein_coding	C	allD	b0517		ECK0510
546680	548347	protein_coding	D	fdrA	b0518		ECK0511
548357	549616	protein_coding	D	ylbE	b4572		ECK0512
549627	550442	protein_coding	D	ylbF	b0520		ECK0513
550439	551332	protein_coding	D	ybcF	b0521		ECK0514
551527	552594	protein_coding	C	purK	b0522		ECK0515
552591	553100	protein_coding	C	purE	b0523		ECK0516
553218	553940	protein_coding	C	lpxH	b0524		ECK0517
553943	554437	protein_coding	C	ppiB	b0525		ECK0518
554611	555996	protein_coding	D	cysS	b0526		ECK0519
556032	556553	protein_coding	C	ybcI	b0527		ECK0520
556661	556873	protein_coding	C	ybcJ	b0528		ECK0521
556875	557741	protein_coding	C	folD	b0529		ECK0522
558212	558754	protein_coding	D	sfmA	b0530		ECK0523
558974	559666	protein_coding	D	sfmC	b0531		ECK0524
559697	562300	protein_coding	D	sfmD	b0532		ECK0525
562336	563319	protein_coding	D	sfmH	b0533		ECK0526
563330	563845	protein_coding	D	sfmF	b0534		ECK0527
563848	564480	protein_coding	C	fimZ	b0535		ECK0528
564723	564799	tRNA	D	argU	b0536		ECK0529
564815	565978	protein_coding	C	intD	b0537		ECK0530
566842	567141	protein_coding	D	insE3	b0540		ECK0298
567138	568004	protein_coding	D	insF3	b0541		ECK0299
568315	568647	protein_coding	D	emrE	b0543		ECK0534
568695	568844	protein_coding	D	ylcJ	b4733		ECK4590
568902	570428	protein_coding	D	ybcK	b0544		ECK0535
570893	571444	protein_coding	D	ybcL	b0545		ECK0536
571454	572251	protein_coding	D	ybcM	b0546		ECK0537
572368	572469	protein_coding	D	ylcH	b4588		ECK4398
572466	572921	protein_coding	D	ybcN	b0547		ECK0538
572921	573091	protein_coding	D	ninE	b0548		ECK0539
573084	573374	protein_coding	D	ybcO	b0549		ECK0540
573371	573733	protein_coding	D	rusA	b0550		ECK0541
573730	573870	protein_coding	D	ylcG	b4509		ECK0542
573956	574339	protein_coding	D	quuD	b0551		ECK0543
574737	575717	protein_coding	C	insH2	b0552		ECK0261
577398	577613	protein_coding	D	essD	b0554		ECK0545
577613	578110	protein_coding	D	rrrD	b0555		ECK0546
578107	578568	protein_coding	D	rzpD	b0556		ECK0547
578327	578509	protein_coding	D	rzoD	b4510		ECK0548
578600	578893	protein_coding	C	borD	b0557		ECK0549
579184	579594	protein_coding	C	ybcV	b0558		ECK0550
579880	580086	protein_coding	D	ybcW	b0559		ECK0551
580251	580445	protein_coding	C	ylcI	b4589		ECK4399
580834	581379	protein_coding	D	nohD	b0560		ECK0552
581534	582097	protein_coding	D	tfaD	b0561		ECK0553
582875	583060	protein_coding	D	tfaX	b0563		ECK0555
583681	584430	protein_coding	D	appY	b0564		ECK0556
584680	585633	protein_coding	C	ompT	b0565		ECK0557
586147	586908	protein_coding	C	envY	b0566		ECK0558
587091	587981	protein_coding	C	ybcH	b0567		ECK0559
587982	590954	protein_coding	C	nfrA	b0568		ECK0560
590941	593178	protein_coding	C	nfrB	b0569		ECK0561
593328	594770	protein_coding	C	cusS	b0570		ECK0562
594760	595443	protein_coding	C	cusR	b0571		ECK0563
595600	596973	protein_coding	D	cusC	b0572		ECK0564
597131	597463	protein_coding	D	cusF	b0573		ECK0565
597479	598702	protein_coding	D	cusB	b0574		ECK0566
598714	601857	protein_coding	D	cusA	b0575		ECK0567
601959	603335	protein_coding	D	pheP	b0576		ECK0568
603416	604663	protein_coding	C	ybdG	b0577		ECK0569
604771	605424	protein_coding	C	nfsB	b0578		ECK0570
605518	605886	protein_coding	C	ybdF	b0579		ECK0571
605951	606199	protein_coding	C	ybdJ	b0580		ECK0572
606265	607383	protein_coding	C	ybdK	b0581		ECK0573
607733	607792	ncRNA	C	sokE	b4835		ECK4692
607836	607988	protein_coding	D	hokE	b4415		ECK0574
608065	609177	protein_coding	D	insL2	b0582		ECK0016
609459	610079	protein_coding	C	entD	b0583		ECK0575
610254	612494	protein_coding	C	fepA	b0584		ECK0576
612737	613939	protein_coding	D	fes	b0585		ECK0577
613942	614160	protein_coding	D	ybdZ	b4511		ECK0578
614157	618038	protein_coding	D	entF	b0586		ECK0579
618254	619387	protein_coding	D	fepE	b0587		ECK0580
619384	620199	protein_coding	C	fepC	b0588		ECK0581
620196	621188	protein_coding	C	fepG	b0589		ECK0582
621185	622189	protein_coding	C	fepD	b0590		ECK0583
622300	623550	protein_coding	D	entS	b0591		ECK0584
623554	624510	protein_coding	C	fepB	b0592		ECK0585
624885	626060	protein_coding	D	entC	b0593		ECK0586
626070	627680	protein_coding	D	entE	b0594		ECK0587
627694	628551	protein_coding	D	entB	b0595		ECK0588
628551	629297	protein_coding	D	entA	b0596		ECK0589
629300	629713	protein_coding	D	entH	b0597		ECK0590
629894	631999	protein_coding	D	cstA	b0598		ECK0591
632182	632379	protein_coding	D	ybdD	b4512		ECK0592
632389	633477	protein_coding	C	hcxA	b0599		ECK0593
633586	634746	protein_coding	D	ybdL	b0600		ECK0594
634747	635376	protein_coding	C	ybdM	b0601		ECK0595
635349	636569	protein_coding	C	ybdN	b0602		ECK0596
636716	637618	protein_coding	C	ybdO	b0603		ECK0597
637827	638573	protein_coding	C	dsbG	b0604		ECK0598
638945	639508	protein_coding	D	ahpC	b0605		ECK0599
639753	641318	protein_coding	D	ahpF	b0606		ECK0600
641439	641867	protein_coding	C	uspG	b0607		ECK0601
642088	643326	protein_coding	D	ybdR	b0608		ECK0602
643330	643419	protein_coding	C	yldA	b4734		ECK4591
643557	643967	protein_coding	C	rnk	b0610		ECK0603
644197	645003	protein_coding	C	rna	b0611		ECK0604
645117	646580	protein_coding	C	citT	b0612		ECK0605
646631	647509	protein_coding	C	citG	b0613		ECK0606
647484	648035	protein_coding	C	citX	b0614		ECK0607
648039	649571	protein_coding	C	citF	b0615		ECK0608
649582	650490	protein_coding	C	citE	b0616		ECK0609
650487	650783	protein_coding	C	citD	b0617		ECK0610
650798	651856	protein_coding	C	citC	b0618		ECK0611
652235	653893	protein_coding	D	dpiB	b0619		ECK0612
653862	654542	protein_coding	D	dpiA	b0620		ECK0613
654583	655968	protein_coding	C	dcuC	b0621		ECK0614
656557	657117	protein_coding	D	pagP	b0622		ECK0615
657292	657501	protein_coding	D	cspE	b0623		ECK0616
657555	657938	protein_coding	C	crcB	b0624		ECK0617
658947	659150	protein_coding	D	tatE	b0627		ECK0620
659251	660216	protein_coding	C	lipA	b0628		ECK0621
660425	661378	protein_coding	C	ybeF	b0629		ECK0622
661637	662278	protein_coding	C	lipB	b0630		ECK0623
662379	662642	protein_coding	C	ybeD	b0631		ECK0624
662752	663963	protein_coding	C	dacA	b0632		ECK0625
664102	665190	protein_coding	C	rlpA	b0633		ECK0626
665201	666313	protein_coding	C	mrdB	b0634		ECK0627
666316	668217	protein_coding	C	mrdA	b0635		ECK0628
668248	668715	protein_coding	C	rlmH	b0636		ECK0629
668719	669036	protein_coding	C	rsfS	b0637		ECK0630
669296	669907	protein_coding	C	cobC	b0638		ECK0631
669931	670572	protein_coding	C	nadD	b0639		ECK0632
670574	671605	protein_coding	C	holA	b0640		ECK0633
671605	672186	protein_coding	C	lptE	b0641		ECK0634
672201	674783	protein_coding	C	leuS	b0642		ECK0635
675018	675500	protein_coding	D	ybeL	b0643		ECK0636
675570	676547	protein_coding	C	ybeQ	b0644		ECK0637
676711	677418	protein_coding	D	ybeR	b0645		ECK0638
677415	678842	protein_coding	D	djlB	b0646		ECK0639
678852	679406	protein_coding	C	ybeT	b0647		ECK0640
679508	680215	protein_coding	D	ybeU	b0648		ECK0641
680212	681663	protein_coding	D	djlC	b0649		ECK0642
681723	683393	protein_coding	C	hscC	b0650		ECK0643
683477	684412	protein_coding	C	rihA	b0651		ECK0644
684530	685255	protein_coding	C	gltL	b0652		ECK0645
685255	685929	protein_coding	C	gltK	b0653		ECK0646
685929	686669	protein_coding	C	gltJ	b0654		ECK0647
686681	686843	ncRNA	C	sroC	b4763		ECK4620
686839	687747	protein_coding	C	gltI	b0655		ECK0648
687997	688977	protein_coding	C	insH3	b0656		ECK0261
689343	690881	protein_coding	C	lnt	b0657		ECK0649
690906	691784	protein_coding	C	ybeX	b0658		ECK0650
691874	692341	protein_coding	C	ybeY	b0659		ECK0651
692338	693378	protein_coding	C	ybeZ	b0660		ECK0652
693531	694955	protein_coding	C	miaB	b0661		ECK0653
695101	696276	protein_coding	D	ubiF	b0662		ECK0654
696430	696504	tRNA	C	glnX	b0664		ECK0655
696542	696616	tRNA	C	glnV	b0665		ECK0656
696664	696740	tRNA	C	metU	b0666		ECK0657
696756	696830	tRNA	C	glnW	b0668		ECK0658
696865	696939	tRNA	C	glnU	b0670		ECK0659
696963	697047	tRNA	C	leuW	b0672		ECK0660
697057	697133	tRNA	C	metT	b0673		ECK0661
697513	699177	protein_coding	C	asnB	b0674		ECK0662
699574	700326	protein_coding	C	umpH	b0675		ECK0663
700374	701594	protein_coding	C	nagC	b0676		ECK0664
701603	702751	protein_coding	C	nagA	b0677		ECK0665
702811	703611	protein_coding	C	nagB	b0678		ECK0666
703944	705890	protein_coding	D	nagE	b0679		ECK0667
706093	707757	protein_coding	D	glnS	b0680		ECK0668
708236	708333	ncRNA	D	chiZ	b4808		ECK4665
708334	709740	protein_coding	D	chiP	b0681		ECK0669
709790	710116	protein_coding	D	chiQ	b0682		ECK0670
710200	710646	protein_coding	C	fur	b0683		ECK0671
710639	710725	protein_coding	C	uof	b4637		ECK4461
710935	711465	protein_coding	C	fldA	b0684		ECK0672
711605	711898	protein_coding	C	ybfE	b0685		ECK0673
712038	712802	protein_coding	C	ybfF	b0686		ECK0674
712987	713532	protein_coding	D	seqA	b0687		ECK0675
713558	715198	protein_coding	D	pgm	b0688		ECK0676
715412	715906	protein_coding	D	ybfP	b0689		ECK0677
716946	718265	protein_coding	C	potE	b0692		ECK0680
718262	720460	protein_coding	C	speF	b0693		ECK0681
720718	720822	protein_coding	C	speFL	b4803		ECK4660
721056	721733	protein_coding	C	kdpE	b0694		ECK0682
721730	724414	protein_coding	C	kdpD	b0695		ECK0683
724407	724979	protein_coding	C	kdpC	b0696		ECK0684
724988	727036	protein_coding	C	kdpB	b0697		ECK0685
727059	728732	protein_coding	C	kdpA	b0698		ECK0686
728732	728821	protein_coding	C	kdpF	b4513		ECK0687
729134	729340	protein_coding	D	ybfA	b0699		ECK0688
729583	733776	protein_coding	D	rhsC	b0700		ECK0689
733776	734102	protein_coding	D	ybfB	b0702		ECK0690
735650	736219	protein_coding	D	ybfC	b0704		ECK0692
736445	736699	protein_coding	D	ybfQ	b4514		ECK0693
738092	738853	protein_coding	D	ybfD	b0706		ECK0695
739001	739510	protein_coding	D	ybgA	b0707		ECK0696
739507	740925	protein_coding	D	phr	b0708		ECK0697
741075	742556	protein_coding	C	dtpD	b0709		ECK0698
742827	743570	protein_coding	D	ybgI	b0710		ECK0699
743593	744249	protein_coding	D	pxpB	b0711		ECK0700
744243	745175	protein_coding	D	pxpC	b0712		ECK0701
745165	745899	protein_coding	D	pxpA	b0713		ECK0702
745935	746726	protein_coding	D	nei	b0714		ECK0703
746723	747769	protein_coding	C	abrB	b0715		ECK0704
747921	748982	protein_coding	C	ybgO	b0716		ECK0705
748979	749707	protein_coding	C	ybgP	b0717		ECK0706
749722	752169	protein_coding	C	ybgQ	b0718		ECK0707
752229	752795	protein_coding	C	ybgD	b0719		ECK0708
753185	754468	protein_coding	C	gltA	b0720		ECK0709
754658	754690	protein_coding	C	ybgV	b4768		ECK4625
754674	754781	protein_coding	C	ybgU	b4735		ECK4592
755177	755566	protein_coding	D	sdhC	b0721		ECK0710
755560	755907	protein_coding	D	sdhD	b0722		ECK0711
755907	757673	protein_coding	D	sdhA	b0723		ECK0712
757689	758405	protein_coding	D	sdhB	b0724		ECK0713
758706	761507	protein_coding	D	sucA	b0726		ECK0714
761522	762739	protein_coding	D	sucB	b0727		ECK0715
763014	764180	protein_coding	D	sucC	b0728		ECK0716
764180	765049	protein_coding	D	sucD	b0729		ECK0717
765050	765150	ncRNA	D	sdhX	b4764		ECK4621
765153	765875	protein_coding	C	mngR	b0730		ECK0718
765984	767960	protein_coding	D	mngA	b0731		ECK0719
767978	770611	protein_coding	D	mngB	b0732		ECK0720
771458	773026	protein_coding	D	cydA	b0733		ECK0721
773042	774181	protein_coding	D	cydB	b0734		ECK0722
774196	774309	protein_coding	D	cydX	b4515		ECK0723
774309	774602	protein_coding	D	ybgE	b0735		ECK0724
774752	775156	protein_coding	D	ybgC	b0736		ECK0725
775153	775845	protein_coding	D	tolQ	b0737		ECK0726
775849	776277	protein_coding	D	tolR	b0738		ECK0727
776342	777607	protein_coding	D	tolA	b0739		ECK0728
777740	779032	protein_coding	D	tolB	b0740		ECK0729
779067	779588	protein_coding	D	pal	b0741		ECK0730
779598	780389	protein_coding	D	cpoB	b0742		ECK0731
780554	780629	tRNA	D	lysT	b0743		ECK0732
780765	780840	tRNA	D	valT	b0744		ECK0733
780843	780918	tRNA	D	lysW	b0745		ECK0734
781068	781143	tRNA	D	valZ	b0746		ECK0735
781147	781222	tRNA	D	lysY	b0747		ECK0736
781369	781444	tRNA	D	lysZ	b0748		ECK0737
781577	781652	tRNA	D	lysQ	b0749		ECK0738
782085	783128	protein_coding	D	nadA	b0750		ECK0739
783166	783885	protein_coding	D	pnuC	b0751		ECK0740
783882	784823	protein_coding	C	zitB	b0752		ECK0741
784937	785317	protein_coding	C	ybgS	b0753		ECK0742
785633	786685	protein_coding	D	aroG	b0754		ECK0743
786843	787595	protein_coding	C	gpmA	b0755		ECK0744
787797	788837	protein_coding	C	galM	b0756		ECK0745
788831	789979	protein_coding	C	galK	b0757		ECK0746
789983	791029	protein_coding	C	galT	b0758		ECK0747
791039	792055	protein_coding	C	galE	b0759		ECK0748
792316	793788	protein_coding	C	modF	b0760		ECK0749
793856	794644	protein_coding	C	modE	b0761		ECK0750
794773	794922	protein_coding	D	acrZ	b0762		ECK0751
795089	795862	protein_coding	D	modA	b0763		ECK0752
795862	796551	protein_coding	D	modB	b0764		ECK0753
796554	797612	protein_coding	D	modC	b0765		ECK0754
797613	798431	protein_coding	C	ybhA	b0766		ECK0755
798586	799581	protein_coding	D	pgl	b0767		ECK0756
799622	800575	protein_coding	C	ybhD	b0768		ECK0757
800759	801811	protein_coding	D	ybhH	b0769		ECK0758
801887	803320	protein_coding	D	ybhI	b0770		ECK0759
803503	805764	protein_coding	D	ybhJ	b0771		ECK0760
805998	807281	protein_coding	C	ybhC	b0772		ECK0761
807433	807909	protein_coding	C	ybhB	b0773		ECK0762
807968	809257	protein_coding	C	bioA	b0774		ECK0763
809344	810384	protein_coding	D	bioB	b0775		ECK0764
810381	811535	protein_coding	D	bioF	b0776		ECK0765
811522	812277	protein_coding	D	bioC	b0777		ECK0766
812270	812947	protein_coding	D	bioD	b0778		ECK0767
813526	815547	protein_coding	D	uvrB	b0779		ECK0768
815739	816647	protein_coding	C	ybhK	b0780		ECK0769
817044	818033	protein_coding	D	moaA	b0781		ECK0770
818055	818567	protein_coding	D	moaB	b0782		ECK0771
818570	819055	protein_coding	D	moaC	b0783		ECK0772
819048	819293	protein_coding	D	moaD	b0784		ECK0773
819295	819747	protein_coding	D	moaE	b0785		ECK0774
819884	820588	protein_coding	D	ybhL	b0786		ECK0775
820793	821506	protein_coding	D	ybhM	b0787		ECK0776
821542	822498	protein_coding	C	ybhN	b0788		ECK0777
822498	823739	protein_coding	C	clsB	b0789		ECK0778
823736	824497	protein_coding	C	ybhP	b0790		ECK0779
824630	825040	protein_coding	D	ybhQ	b0791		ECK0780
825002	826108	protein_coding	C	ybhR	b0792		ECK0781
826119	827252	protein_coding	C	ybhS	b0793		ECK0782
827245	828981	protein_coding	C	ybhF	b0794		ECK0783
828974	829972	protein_coding	C	ybhG	b0795		ECK0784
829972	830643	protein_coding	C	cecR	b0796		ECK0785
830872	832236	protein_coding	D	rhlE	b0797		ECK0786
832468	832950	protein_coding	C	ybiA	b0798		ECK0787
833070	835220	protein_coding	D	dinG	b0799		ECK0788
835248	836210	protein_coding	D	ybiB	b0800		ECK0789
836351	837436	protein_coding	D	hcxB	b0801		ECK0790
837435	837531	ncRNA	C	zbiJ	b4814		ECK4671
837503	837562	protein_coding	D	ybiE	b4769		ECK4626
837665	837925	protein_coding	C	ybiJ	b0802		ECK0791
838190	838456	protein_coding	C	ybiI	b0803		ECK0792
838530	839207	protein_coding	C	ybiX	b0804		ECK0793
839249	841531	protein_coding	C	fiu	b0805		ECK0794
841796	842056	protein_coding	C	mcbA	b0806		ECK0795
842332	843258	protein_coding	D	rlmF	b0807		ECK0796
843255	845480	protein_coding	C	ybiO	b0808		ECK0797
845741	846463	protein_coding	C	glnQ	b0809		ECK0798
846460	847119	protein_coding	C	glnP	b0810		ECK0799
847258	848004	protein_coding	C	glnH	b0811		ECK0800
848408	848911	protein_coding	C	dps	b0812		ECK0801
849210	850097	protein_coding	C	rhtA	b0813		ECK0802
850332	850397	protein_coding	D	yliM	b4736		ECK4593
850450	850965	protein_coding	D	ompX	b0814		ECK0803
851014	852597	protein_coding	C	opgE	b0815		ECK0804
852725	853064	ncRNA	C	rybA	b4416		ECK0806
852869	852997	protein_coding	C	mntS	b4705		ECK4517
853183	853650	protein_coding	D	mntR	b0817		ECK0807
853647	854765	protein_coding	D	ybiR	b0818		ECK0808
854824	855744	protein_coding	C	ldtB	b0819		ECK0809
855963	857555	protein_coding	D	ybiT	b0820		ECK0810
857796	859061	protein_coding	C	ybiU	b0821		ECK0811
859213	860028	protein_coding	C	ybiV	b0822		ECK0812
860174	862606	protein_coding	C	ybiW	b0823		ECK0813
862612	863511	protein_coding	C	ybiY	b0824		ECK0814
863642	864304	protein_coding	D	fsaA	b0825		ECK0815
864380	865129	protein_coding	C	moeB	b0826		ECK0816
865129	866364	protein_coding	C	moeA	b0827		ECK0817
866568	867533	protein_coding	D	iaaA	b0828		ECK0818
867520	869391	protein_coding	D	gsiA	b0829		ECK0819
869411	870949	protein_coding	D	gsiB	b0830		ECK0820
870967	871887	protein_coding	D	gsiC	b0831		ECK0821
871890	872801	protein_coding	D	gsiD	b0832		ECK0822
872979	875327	protein_coding	D	pdeI	b0833		ECK0823
875335	876663	protein_coding	D	dgcI	b0834		ECK0824
876710	878035	protein_coding	C	rimO	b0835		ECK0825
878248	878631	protein_coding	D	bssR	b0836		ECK0826
878742	879857	protein_coding	D	yliI	b0837		ECK0827
879854	880480	protein_coding	C	gstB	b0838		ECK0828
880727	881929	protein_coding	D	dacC	b0839		ECK0829
881976	882734	protein_coding	C	deoR	b0840		ECK0830
882792	883388	protein_coding	C	ybjG	b0841		ECK0831
883673	884905	protein_coding	D	mdfA	b0842		ECK0832
884946	885230	protein_coding	C	ybjH	b0843		ECK0833
885316	886131	protein_coding	C	ybjI	b0844		ECK0834
886131	887339	protein_coding	C	ybjJ	b0845		ECK0835
887423	887959	protein_coding	D	rcdA	b0846		ECK0836
887979	888057	ncRNA	C	rybB	b4417		ECK0837
888134	889819	protein_coding	C	ybjL	b0847		ECK0838
890089	890466	protein_coding	D	ybjM	b0848		ECK0839
890496	890753	protein_coding	C	grxA	b0849		ECK0840
890913	891200	protein_coding	D	ybjC	b0850		ECK0841
891184	891906	protein_coding	D	nfsA	b0851		ECK0842
891967	892869	protein_coding	D	rimK	b0852		ECK0843
892957	893433	protein_coding	D	ybjN	b0853		ECK0844
893784	894896	protein_coding	D	potF	b0854		ECK0845
894991	896124	protein_coding	D	potG	b0855		ECK0846
896134	897087	protein_coding	D	potH	b0856		ECK0847
897084	897929	protein_coding	D	potI	b0857		ECK0848
897989	898477	protein_coding	D	ybjO	b0858		ECK0849
898518	899645	protein_coding	D	rlmC	b0859		ECK0850
899844	900575	protein_coding	C	artJ	b0860		ECK0851
900866	901534	protein_coding	C	artM	b0861		ECK0852
901534	902250	protein_coding	C	artQ	b0862		ECK0853
902257	902988	protein_coding	C	artI	b0863		ECK0854
903006	903734	protein_coding	C	artP	b0864		ECK0855
903952	904467	protein_coding	C	ybjP	b0865		ECK0856
904593	904916	protein_coding	D	ybjQ	b0866		ECK0857
904913	905743	protein_coding	D	amiD	b0867		ECK0858
905740	906753	protein_coding	C	ybjS	b0868		ECK0859
906852	908282	protein_coding	C	ybjT	b0869		ECK0860
908293	909294	protein_coding	C	ltaE	b0870		ECK0861
909331	911049	protein_coding	C	poxB	b0871		ECK0862
911182	912150	protein_coding	C	hcr	b0872		ECK0863
912162	913814	protein_coding	C	hcp	b0873		ECK0864
913958	914857	protein_coding	C	lysO	b0874		ECK0865
915352	916047	protein_coding	C	aqpZ	b0875		ECK0866
916473	918131	protein_coding	D	ybjD	b0876		ECK0867
918128	919120	protein_coding	C	ybjX	b0877		ECK0868
919235	920350	protein_coding	D	macA	b0878		ECK0869
920347	922293	protein_coding	D	macB	b0879		ECK0870
922366	922590	protein_coding	C	cspD	b0880		ECK0871
922740	922814	protein_coding	D	yljB	b4770		ECK4627
922913	923233	protein_coding	D	clpS	b0881		ECK0872
923264	925540	protein_coding	D	clpA	b0882		ECK0873
925884	925971	tRNA	C	serW	b0883		ECK0874
926225	926443	protein_coding	C	infA	b0884		ECK0875
926728	927432	protein_coding	C	aat	b0885		ECK0876
927474	929195	protein_coding	C	cydC	b0886		ECK0877
