Regulator	Regulated	Effect	Evidence	Strength
Sigma38	luxS	+	[HIPP, TIM]	Weak
Sigma38	mdtA	+	[AIPP]	Weak
Sigma38	mdtB	+	[AIPP]	Weak
Sigma38	mdtC	+	[AIPP]	Weak
Sigma38	mdtD	+	[AIPP]	Weak
Sigma38	mdtE	+	[TIM]	Strong
Sigma38	mdtF	+	[TIM]	Strong
Sigma38	msyB	+	[TIM]	Strong
Sigma38	mutS	+	[TIM]	Strong
Sigma38	narU	+	[HIPP]	Weak
Sigma38	nhaA	+	[TIM]	Strong
Sigma38	nhaR	+	[TIM]	Strong
Sigma38	ompN	+	[ICWHO]	Weak
Sigma38	osmB	+	[TIM]	Strong
Sigma38	osmC	+	[HIPP, TIM]	Weak
Sigma38	osmF	+	[RS-EPT-CBR, TIM]	Strong
Sigma38	otsA	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma38	otsB	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma38	pabA	+	[CV(FP/RS-EPT-CBR), CV(FP/TIM), FP, HIPP, IEP, IMP, RS-EPT-CBR, TIM]	Confirmed
Sigma38	patD	+	[HIPP]	Weak
Sigma38	pcnB	+	[TIM]	Strong
Sigma38	pdeC	+	[HTTIM]	Strong
Sigma38	pdeR	+	[HIPP, TIM]	Weak
Sigma38	pfkB	+	[HIPP, TIM]	Weak
Sigma38	phr	+	[RS-EPT-CBR, TIM]	Strong
Sigma38	ppk	+	[HTTIM]	Strong
Sigma38	ppx	+	[HTTIM]	Strong
Sigma38	proP	+	[HIPP, TIM]	Weak
Sigma38	puuA	+	[AIPP, IMP, TIM]	Weak
Sigma38	puuB	+	[HTTIM, IMP, TIM]	Strong
Sigma38	puuC	+	[HTTIM, IMP, TIM]	Strong
Sigma38	puuD	+	[HTTIM, IMP, TIM]	Strong
Sigma38	puuE	+	[HTTIM, IMP, TIM]	Strong
Sigma38	puuP	+	[AIPP, IMP, TIM]	Weak
Sigma38	puuR	+	[HTTIM, IMP, TIM]	Strong
Sigma38	ravA	+	[HTTIM]	Strong
Sigma38	rpoE	+	[RS-EPT-CBR, TIM]	Strong
Sigma38	rraA	+	[HTTIM, RS-EPT-CBR, TIM]	Strong
Sigma38	rsd	+	[HIPP, TIM]	Weak
Sigma38	rseA	+	[RS-EPT-CBR, TIM]	Strong
Sigma38	rseB	+	[RS-EPT-CBR, TIM]	Strong
Sigma38	rseC	+	[RS-EPT-CBR, TIM]	Strong
Sigma38	rseD	+	[RS-EPT-CBR, TIM]	Strong
Sigma38	rssA	+	[IMP, RS-EPT-CBR, TIM]	Weak
Sigma38	rssB	+	[HIPP, IMP, RS-EPT-CBR, TIM]	Weak
Sigma38	ryjA	+	[TIM]	Strong
Sigma38	sdsN	+	[TIM]	Strong
Sigma38	sdsR	+	[TIM]	Strong
Sigma38	sodC	+	[HTTIM, TIM]	Strong
Sigma38	speB	+	[HIPP, TIM]	Weak
Sigma38	speC	+	[AIPP, HIPP]	Weak
Sigma38	speG	+	[HTTIM]	Strong
Sigma38	sra	+	[TIM]	Strong
Sigma38	sucA	+	[TIM]	Strong
Sigma38	sucB	+	[TIM]	Strong
Sigma38	sucC	+	[TIM]	Strong
Sigma38	sucD	+	[TIM]	Strong
Sigma38	talA	+	[TIM]	Strong
Sigma38	tam	+	[AIPP, HTTIM, IEP]	Weak
Sigma38	tktB	+	[HIPP, TIM]	Weak
Sigma38	tolC	+	[AIPP, RS-EPT-CBR, TIM]	Weak
Sigma38	treA	+	[HIPP, IMP, TIM]	Weak
Sigma38	treF	+	[HTTIM]	Strong
Sigma38	uspB	+	[HIPP, TIM]	Weak
Sigma38	viaA	+	[HTTIM]	Strong
Sigma38	wrbA	+	[HTTIM, RS-EPT-CBR]	Strong
Sigma38	xthA	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma38	yabI	+	[HTTIM, RS-EPT-CBR, TIM]	Strong
Sigma38	yadV	+	[HIPP, TIM]	Weak
Sigma38	ybaT	+	[TIM]	Strong
Sigma38	ybgA	+	[RS-EPT-CBR, TIM]	Strong
Sigma38	ybiI	+	[ICWHO]	Weak
Sigma38	ybjP	+	[TIM]	Strong
Sigma38	yccJ	+	[HTTIM, RS-EPT-CBR]	Strong
Sigma38	yciE	+	[AIPP, HIPP]	Weak
Sigma38	yciF	+	[AIPP, HIPP]	Weak
Sigma38	yciG	+	[AIPP, HIPP]	Weak
Sigma38	yciT	+	[HTTIM, TIM]	Strong
Sigma38	yciZ	+	[TIM]	Strong
Sigma38	ydbD	+	[AIPP, IEP]	Weak
Sigma38	ydbK	+	[ICWHO]	Weak
Sigma38	ydcS	+	[HIPP]	Weak
Sigma38	ydcT	+	[HIPP]	Weak
Sigma38	ydcU	+	[HIPP]	Weak
Sigma38	ydcV	+	[HIPP]	Weak
Sigma38	yddG	+	[TIM]	Strong
Sigma38	ydhT	+	[TIM]	Strong
Sigma38	ydhU	+	[TIM]	Strong
Sigma38	ydhV	+	[TIM]	Strong
Sigma38	ydhW	+	[TIM]	Strong
Sigma38	ydhX	+	[TIM]	Strong
Sigma38	ydhY	+	[TIM]	Strong
Sigma38	yehW	+	[RS-EPT-CBR, TIM]	Strong
Sigma38	yehX	+	[RS-EPT-CBR, TIM]	Strong
Sigma38	yehY	+	[RS-EPT-CBR, TIM]	Strong
Sigma38	yeiL	+	[HIPP, TIM]	Weak
Sigma38	yffO	+	[HTTIM]	Strong
Sigma38	yffP	+	[HTTIM]	Strong
Sigma38	yggE	+	[RS-EPT-CBR, TIM]	Strong
Sigma38	ygiB	+	[AIPP, RS-EPT-CBR, TIM]	Weak
Sigma38	ygiC	+	[AIPP, RS-EPT-CBR, TIM]	Weak
Sigma38	yhfG	+	[CV(FP/RS-EPT-CBR), CV(FP/TIM), FP, HIPP, IEP, IMP, RS-EPT-CBR, TIM]	Confirmed
Sigma38	yhiM	+	[AIPP]	Weak
Sigma38	yhjG	+	[HTTIM, IEP]	Strong
Sigma38	yiaG	+	[TIM]	Strong
Sigma38	yibQ	+	[HTTIM]	Strong
Sigma38	yihG	+	[HIPP, TIM]	Weak
Sigma38	ymjE	+	[AIPP, IMP, TIM]	Weak
Sigma38	ynfB	+	[HTTIM]	Strong
Sigma38	yqiG	+	[HTTIM]	Strong
Sigma38	yqiH	+	[HTTIM]	Strong
Sigma38	yqiI	+	[HTTIM]	Strong
Sigma38	ytfK	+	[RS-EPT-CBR, TIM]	Strong
Sigma38	znuA	+	[AIPP]	Weak
Sigma38, Sigma38, Sigma70	csgD	+	[TIM]	Strong
Sigma38, Sigma38, Sigma70	csgE	+	[TIM]	Strong
Sigma38, Sigma38, Sigma70	csgF	+	[TIM]	Strong
Sigma38, Sigma38, Sigma70	csgG	+	[TIM]	Strong
Sigma38, Sigma54	patA	+	[AIPP, TIM]	Weak
Sigma38, Sigma70	acnA	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	ada	+	[TIM]	Strong
Sigma38, Sigma70	adhE	+	[IMP, TIM]	Weak
Sigma38, Sigma70	alkA	+	[CV(FP/RS-EPT-CBR), FP, RS-EPT-CBR]	Confirmed
Sigma38, Sigma70	alkB	+	[TIM]	Strong
Sigma38, Sigma70	ariR	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	asr	+	[IMP, TIM]	Weak
Sigma38, Sigma70	bolA	+	[AIPP, CV(FP/RS-EPT-CBR), CV(FP/TIM), FP, RS-EPT-CBR, TIM]	Weak
Sigma38, Sigma70	cfa	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma38, Sigma70	cpxA	+	[HIPP]	Weak
Sigma38, Sigma70	cpxR	+	[HIPP]	Weak
Sigma38, Sigma70	csgD	+	[TIM]	Strong
Sigma38, Sigma70	csgE	+	[TIM]	Strong
Sigma38, Sigma70	csgF	+	[TIM]	Strong
Sigma38, Sigma70	csgG	+	[TIM]	Strong
Sigma38, Sigma70	dnaN	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	fau	+	[AIPP, RS-EPT-CBR, TIM]	Weak
Sigma38, Sigma70	ftsA	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	ftsQ	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	ftsZ	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	gltB	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	gltD	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	gltF	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	hdeD	+	[HIPP, IMP, MSI, RS-EPT-CBR, TIM]	Weak
Sigma38, Sigma70	idlP	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma38, Sigma70	ihfB	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	iraD	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma38, Sigma70	metK	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	micF	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	mnmG	+	[TIM]	Strong
Sigma38, Sigma70	mpl	+	[HIPP]	Weak
Sigma38, Sigma70	ompF	+	[RS-EPT-CBR, TIM]	Strong
Sigma38, Sigma70	oxyR	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	poxB	+	[HTTIM, RS-EPT-CBR, TIM]	Strong
Sigma38, Sigma70	pykF	+	[HTTIM, RS-EPT-CBR]	Strong
Sigma38, Sigma70	recF	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	rsmG	+	[TIM]	Strong
Sigma38, Sigma70	ssrS	+	[AIPP, RS-EPT-CBR, TIM]	Weak
Sigma38, Sigma70	ycgZ	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	ymgA	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	ymgC	+	[HIPP, TIM]	Weak
Sigma38, Sigma70	ymiC	+	[HIPP, TIM]	Weak
Sigma38, Sigma70, Sigma38	csgA	+	[CV(FP/TIM), FP, TIM]	Confirmed
Sigma38, Sigma70, Sigma38	csgB	+	[CV(FP/TIM), FP, TIM]	Confirmed
Sigma38, Sigma70, Sigma38	csgC	+	[CV(FP/TIM), FP, TIM]	Confirmed
Sigma38, Sigma70, Sigma38, Sigma70	gadA	+	[HIPP, TIM]	Weak
Sigma38, Sigma70, Sigma38, Sigma70	gadB	+	[HIPP, TIM]	Weak
Sigma38, Sigma70, Sigma38, Sigma70	gadC	+	[HIPP, TIM]	Weak
Sigma38, Sigma70, Sigma38, Sigma70	gadX	+	[HIPP, TIM]	Weak
Sigma38, Sigma70, Sigma70, Sigma38	hdeA	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma38, Sigma70, Sigma70, Sigma38	hdeB	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma38, Sigma70, Sigma70, Sigma38	yhiD	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma54	acrD	+	[HIPP, IEP]	Weak
Sigma54	actP	+	[HIPP, IEP]	Weak
Sigma54	amtB	+	[AIPP, HIPP]	Weak
Sigma54	argT	+	[AIPP]	Weak
Sigma54	aslB	+	[AIPP, IEP]	Weak
Sigma54	astA	+	[CV(FP/TIM), FP, HIPP, TIM]	Confirmed
Sigma54	astB	+	[CV(FP/TIM), FP, HIPP, TIM]	Confirmed
Sigma54	astC	+	[CV(FP/TIM), FP, HIPP, TIM]	Confirmed
Sigma54	astD	+	[CV(FP/TIM), FP, HIPP, TIM]	Confirmed
Sigma54	astE	+	[CV(FP/TIM), FP, HIPP, TIM]	Confirmed
Sigma54	atoA	+	[AIPP, IMP]	Weak
Sigma54	atoB	+	[AIPP, IMP]	Weak
Sigma54	atoD	+	[AIPP, IMP]	Weak
Sigma54	atoE	+	[AIPP, IMP]	Weak
Sigma54	chaC	+	[AIPP, IEP]	Weak
Sigma54	dcuD	+	[HIPP]	Weak
Sigma54	ddpA	+	[AIPP, HIPP, IEP]	Weak
Sigma54	ddpB	+	[AIPP, HIPP, IEP]	Weak
Sigma54	ddpC	+	[AIPP, HIPP, IEP]	Weak
Sigma54	ddpD	+	[AIPP, HIPP, IEP]	Weak
Sigma54	ddpF	+	[AIPP, HIPP, IEP]	Weak
Sigma54	ddpX	+	[AIPP, HIPP, IEP]	Weak
Sigma54	emrD	+	[HIPP, IEP]	Weak
Sigma54	fdhF	+	[TIM]	Strong
Sigma54	fhlA	+	[TIM]	Strong
Sigma54	flhC	+	[HIPP, IEP]	Weak
Sigma54	flhD	+	[HIPP, IEP]	Weak
Sigma54	focB	+	[HIPP, TIM]	Weak
Sigma54	glmY	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma54	glnA	+	[TIM]	Strong
Sigma54	glnG	+	[TIM]	Strong
Sigma54	glnH	+	[RS-EPT-CBR, TIM]	Strong
Sigma54	glnK	+	[AIPP, HIPP]	Weak
Sigma54	glnL	+	[TIM]	Strong
Sigma54	glnP	+	[RS-EPT-CBR, TIM]	Strong
Sigma54	glnQ	+	[RS-EPT-CBR, TIM]	Strong
Sigma54	gltI	+	[AIPP]	Weak
Sigma54	gltJ	+	[AIPP]	Weak
Sigma54	gltK	+	[AIPP]	Weak
Sigma54	gltL	+	[AIPP]	Weak
Sigma54	hisJ	+	[AIPP]	Weak
Sigma54	hisM	+	[AIPP]	Weak
Sigma54	hisP	+	[AIPP]	Weak
Sigma54	hisQ	+	[AIPP]	Weak
Sigma54	htpG	+	[HIPP, IEP]	Weak
Sigma54	hycA	+	[RS-EPT-CBR, TIM]	Strong
Sigma54	hycB	+	[RS-EPT-CBR, TIM]	Strong
Sigma54	hycC	+	[RS-EPT-CBR, TIM]	Strong
Sigma54	hycD	+	[RS-EPT-CBR, TIM]	Strong
Sigma54	hycE	+	[RS-EPT-CBR, TIM]	Strong
Sigma54	hycF	+	[RS-EPT-CBR, TIM]	Strong
Sigma54	hycG	+	[RS-EPT-CBR, TIM]	Strong
Sigma54	hycH	+	[RS-EPT-CBR, TIM]	Strong
Sigma54	hycI	+	[RS-EPT-CBR, TIM]	Strong
Sigma54	hydN	+	[HIPP, TIM]	Weak
Sigma54	hyfA	+	[HIPP, TIM]	Weak
Sigma54	hyfB	+	[HIPP, TIM]	Weak
Sigma54	hyfC	+	[HIPP, TIM]	Weak
Sigma54	hyfD	+	[HIPP, TIM]	Weak
Sigma54	hyfE	+	[HIPP, TIM]	Weak
Sigma54	hyfF	+	[HIPP, TIM]	Weak
Sigma54	hyfG	+	[HIPP, TIM]	Weak
Sigma54	hyfH	+	[HIPP, TIM]	Weak
Sigma54	hyfI	+	[HIPP, TIM]	Weak
Sigma54	hyfJ	+	[HIPP, TIM]	Weak
Sigma54	hyfR	+	[HIPP, TIM]	Weak
Sigma54	hypA	+	[TIM]	Strong
Sigma54	hypB	+	[TIM]	Strong
Sigma54	hypC	+	[TIM]	Strong
Sigma54	hypD	+	[TIM]	Strong
Sigma54	hypE	+	[TIM]	Strong
Sigma54	hypF	+	[HIPP, TIM]	Weak
Sigma54	ibpB	+	[TIM]	Strong
Sigma54	nac	+	[HIPP, TIM]	Weak
Sigma54	nikA	+	[HIPP, IEP]	Weak
Sigma54	nikB	+	[HIPP, IEP]	Weak
Sigma54	nikC	+	[HIPP, IEP]	Weak
Sigma54	nikD	+	[HIPP, IEP]	Weak
Sigma54	nikE	+	[HIPP, IEP]	Weak
Sigma54	nikR	+	[HIPP, IEP]	Weak
Sigma54	norV	+	[AIPP, HIPP, IEP, TIM]	Weak
Sigma54	norW	+	[AIPP, HIPP, IEP, TIM]	Weak
Sigma54	potF	+	[AIPP]	Weak
Sigma54	potG	+	[AIPP]	Weak
Sigma54	potH	+	[AIPP]	Weak
Sigma54	potI	+	[AIPP]	Weak
Sigma54	prpB	+	[AIPP]	Weak
Sigma54	prpC	+	[AIPP]	Weak
Sigma54	prpD	+	[AIPP]	Weak
Sigma54	prpE	+	[AIPP]	Weak
Sigma54	pspA	+	[AIPP, RS-EPT-CBR, TIM]	Weak
Sigma54	pspB	+	[AIPP, RS-EPT-CBR, TIM]	Weak
Sigma54	pspC	+	[AIPP, RS-EPT-CBR, TIM]	Weak
Sigma54	pspD	+	[AIPP, RS-EPT-CBR, TIM]	Weak
Sigma54	pspE	+	[AIPP, RS-EPT-CBR, TIM]	Weak
Sigma54	pspG	+	[FP, ICA]	Strong
Sigma54	puuP	+	[AIPP, HIPP, IEP]	Weak
Sigma54	radD	+	[HIPP, IEP]	Weak
Sigma54	relA	+	[TIM]	Strong
Sigma54	rhaD	+	[HIPP, IEP]	Weak
Sigma54	rpoH	+	[CV(FP/TIM), FP, HIPP, TIM]	Confirmed
Sigma54	rtcA	+	[HIPP, TIM]	Weak
Sigma54	rtcB	+	[HIPP, TIM]	Weak
Sigma54	rtcR	+	[HIPP]	Weak
Sigma54	rutA	+	[AIPP, HIPP, IEP]	Weak
Sigma54	rutB	+	[AIPP, HIPP, IEP]	Weak
Sigma54	rutC	+	[AIPP, HIPP, IEP]	Weak
Sigma54	rutD	+	[AIPP, HIPP, IEP]	Weak
Sigma54	rutE	+	[AIPP, HIPP, IEP]	Weak
Sigma54	rutF	+	[AIPP, HIPP, IEP]	Weak
Sigma54	rutG	+	[AIPP, HIPP, IEP]	Weak
Sigma54	sroC	+	[AIPP]	Weak
Sigma54	ssnA	+	[HIPP, IEP]	Weak
Sigma54	xdhA	+	[HIPP, IEP, TIM]	Weak
Sigma54	xdhB	+	[HIPP, IEP, TIM]	Weak
Sigma54	xdhC	+	[HIPP, IEP, TIM]	Weak
Sigma54	yaaU	+	[HIPP, IEP]	Weak
Sigma54	yahE	+	[HIPP, IEP]	Weak
Sigma54	yeaG	+	[AIPP]	Weak
Sigma54	yeaH	+	[AIPP]	Weak
Sigma54	ygfK	+	[HIPP, IEP]	Weak
Sigma54	yhdW	+	[AIPP]	Weak
Sigma54	yhdX	+	[AIPP]	Weak
Sigma54	yhdY	+	[AIPP]	Weak
Sigma54	yhdZ	+	[AIPP]	Weak
Sigma54	yhjC	+	[HIPP, IEP]	Weak
Sigma54	ymjE	+	[AIPP, HIPP, IEP]	Weak
Sigma54	zraP	+	[AIPP, HIPP]	Weak
Sigma54	zraR	+	[AIPP, HIPP]	Weak
Sigma54	zraS	+	[AIPP, HIPP]	Weak
Sigma70	3'ETS<sup><i>leuZ</i></sup>	+	[HIPP]	Weak
Sigma70	accA	+	[TIM]	Strong
Sigma70	accB	+	[HIPP, TIM]	Weak
Sigma70	accC	+	[HIPP, TIM]	Weak
Sigma70	accD	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	aceA	+	[TIM]	Strong
Sigma70	aceB	+	[TIM]	Strong
Sigma70	aceK	+	[TIM]	Strong
Sigma70	acnA	+	[HIPP, TIM]	Weak
Sigma70	acnB	+	[GEA, HIPP, TIM]	Weak
Sigma70	acpP	+	[HIPP, TIM]	Weak
Sigma70	acpS	+	[HIPP, TIM]	Weak
Sigma70	acrA	+	[HIPP, TIM]	Weak
Sigma70	acrB	+	[HIPP, TIM]	Weak
Sigma70	acrD	+	[AIPP]	Weak
Sigma70	acrE	+	[AIPP]	Weak
Sigma70	acrF	+	[AIPP]	Weak
Sigma70	acrR	+	[AIPP]	Weak
Sigma70	acrZ	+	[TIM]	Strong
Sigma70	acs	+	[AIPP]	Weak
Sigma70	actP	+	[AIPP]	Weak
Sigma70	add	+	[ICWHO]	Weak
Sigma70	adeD	+	[HIPP, TIM]	Weak
Sigma70	adiA	+	[HIPP, IMP, TIM]	Weak
Sigma70	agaA	+	[TIM]	Strong
Sigma70	agaB	+	[HIPP, TIM]	Weak
Sigma70	agaC	+	[HIPP, TIM]	Weak
Sigma70	agaD	+	[HIPP, TIM]	Weak
Sigma70	agaI	+	[HIPP, TIM]	Weak
Sigma70	agaR	+	[HIPP, TIM]	Weak
Sigma70	agaS	+	[HIPP, TIM]	Weak
Sigma70	agaV	+	[TIM]	Strong
Sigma70	agaW	+	[TIM]	Strong
Sigma70	ahpC	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	ahpF	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	alaC	+	[AIPP]	Weak
Sigma70	alaE	+	[TIM]	Strong
Sigma70	alaT	+	[HIPP, RS-EPT-CBR]	Weak
Sigma70	alaU	+	[HIPP, TIM]	Weak
Sigma70	alaV	+	[HIPP, HTTIM]	Weak
Sigma70	alaW	+	[HIPP]	Weak
Sigma70	alaX	+	[HIPP]	Weak
Sigma70	aldA	+	[HIPP, TIM]	Weak
Sigma70	alkB	+	[HIPP]	Weak
Sigma70	allB	+	[AIPP]	Weak
Sigma70	allC	+	[AIPP]	Weak
Sigma70	allD	+	[AIPP]	Weak
Sigma70	allE	+	[AIPP]	Weak
Sigma70	alsA	+	[HIPP, TIM]	Weak
Sigma70	alsB	+	[HIPP, TIM]	Weak
Sigma70	alsC	+	[HIPP, TIM]	Weak
Sigma70	alsE	+	[HIPP, TIM]	Weak
Sigma70	alsR	+	[HIPP, TIM]	Weak
Sigma70	amiA	+	[HIPP, TIM]	Weak
Sigma70	amiB	+	[HIPP, HTTIM, RS-EPT-CBR, TIM]	Weak
Sigma70	ampC	+	[IMP, RS-EPT-CBR]	Weak
Sigma70	ampG	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	amyA	+	[HIPP]	Weak
Sigma70	ansB	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	appY	+	[AIPP]	Weak
Sigma70	apt	+	[HIPP, TIM]	Weak
Sigma70	araA	+	[TIM]	Strong
Sigma70	araB	+	[TIM]	Strong
Sigma70	araC	+	[TIM]	Strong
Sigma70	araD	+	[TIM]	Strong
Sigma70	araE	+	[TIM]	Strong
Sigma70	araJ	+	[TIM]	Strong
Sigma70	arcA	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	arfA	+	[ICWHO, TIM]	Weak
Sigma70	argA	+	[AIPP]	Weak
Sigma70	argB	+	[TIM]	Strong
Sigma70	argC	+	[TIM]	Strong
Sigma70	argD	+	[RS-EPT-CBR, TAS]	Strong
Sigma70	argE	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	argF	+	[CV(FP/RS-EPT-CBR), CV(FP/TIM), FP, RS-EPT-CBR, TIM]	Confirmed
Sigma70	argG	+	[AIPP]	Weak
Sigma70	argH	+	[TIM]	Strong
Sigma70	argI	+	[TIM]	Strong
Sigma70	argO	+	[CV(FP/TIM), FP, HIPP, HTTIM, TIM]	Confirmed
Sigma70	argQ	+	[HIPP]	Weak
Sigma70	argR	+	[AIPP, TIM]	Weak
Sigma70	argS	+	[ICWHO, TIM]	Weak
Sigma70	argU	+	[HIPP]	Weak
Sigma70	argV	+	[HIPP]	Weak
Sigma70	argW	+	[HIPP]	Weak
Sigma70	argX	+	[CV(FP/TIM), FP, HIPP, IMP, TIM]	Confirmed
Sigma70	argY	+	[HIPP]	Weak
Sigma70	argZ	+	[HIPP]	Weak
Sigma70	aroA	+	[TIM]	Strong
Sigma70	aroB	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	aroD	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	aroF	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	aroG	+	[CV(FP/RS-EPT-CBR), CV(FP/TIM), FP, HIPP, RS-EPT-CBR, TIM]	Confirmed
Sigma70	aroH	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	aroK	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	aroL	+	[TIM]	Strong
Sigma70	aroM	+	[TIM]	Strong
Sigma70	aroP	+	[HIPP, TIM]	Weak
Sigma70	arsB	+	[HIPP, TIM]	Weak
Sigma70	arsC	+	[HIPP, TIM]	Weak
Sigma70	arsR	+	[HIPP, TIM]	Weak
Sigma70	artI	+	[HIPP, TIM]	Weak
Sigma70	artJ	+	[CV(FP/RS-EPT-CBR), CV(FP/TIM), FP, HIPP, HTTIM, RS-EPT-CBR, TIM]	Confirmed
Sigma70	artM	+	[HIPP, TIM]	Weak
Sigma70	artP	+	[HIPP, TIM]	Weak
Sigma70	artQ	+	[HIPP, TIM]	Weak
Sigma70	ascB	+	[AIPP, TIM]	Weak
Sigma70	ascF	+	[AIPP, TIM]	Weak
Sigma70	asnA	+	[HIPP, TIM]	Weak
Sigma70	asnC	+	[TIM]	Strong
Sigma70	asnT	+	[HIPP]	Weak
Sigma70	asnU	+	[HIPP]	Weak
Sigma70	asnV	+	[HIPP]	Weak
Sigma70	aspA	+	[TIM]	Strong
Sigma70	aspV	+	[HIPP]	Weak
Sigma70	astA	+	[HIPP]	Weak
Sigma70	astB	+	[HIPP]	Weak
Sigma70	astC	+	[HIPP]	Weak
Sigma70	astD	+	[HIPP]	Weak
Sigma70	astE	+	[HIPP]	Weak
Sigma70	atpA	+	[TIM]	Strong
Sigma70	atpB	+	[TIM]	Strong
Sigma70	atpC	+	[TIM]	Strong
Sigma70	atpD	+	[TIM]	Strong
Sigma70	atpE	+	[TIM]	Strong
Sigma70	atpF	+	[TIM]	Strong
Sigma70	atpG	+	[TIM]	Strong
Sigma70	atpH	+	[TIM]	Strong
Sigma70	atpI	+	[TIM]	Strong
Sigma70	azoR	+	[HIPP, TIM]	Weak
Sigma70	azuC	+	[TIM]	Strong
Sigma70	bamC	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	bcp	+	[HIPP, TIM]	Weak
Sigma70	bcsB	+	[AIPP]	Weak
Sigma70	bcsE	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	bcsF	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	bcsG	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	bcsZ	+	[AIPP]	Weak
Sigma70	bdcA	+	[AIPP]	Weak
Sigma70	betA	+	[HIPP, TIM]	Weak
Sigma70	betB	+	[HIPP, TIM]	Weak
Sigma70	betI	+	[HIPP, TIM]	Weak
Sigma70	betT	+	[HIPP, TIM]	Weak
Sigma70	bglJ	+	[HIPP, TIM]	Weak
Sigma70	bglX	+	[HIPP]	Weak
Sigma70	bhsA	+	[ICWHO, TIM]	Weak
Sigma70	bioA	+	[HIPP]	Weak
Sigma70	bioB	+	[GEA, HIPP]	Weak
Sigma70	bioC	+	[GEA, HIPP]	Weak
Sigma70	bioD	+	[GEA, HIPP]	Weak
Sigma70	bioF	+	[GEA, HIPP]	Weak
Sigma70	bluF	+	[TIM]	Strong
Sigma70	bluR	+	[HTTIM, RS-EPT-CBR, TIM]	Strong
Sigma70	bolA	+	[AIPP, TIM]	Weak
Sigma70	bssS	+	[HTTIM, RS-EPT-CBR]	Strong
Sigma70	btuB	+	[TIM]	Strong
Sigma70	cadA	+	[HIPP, IMP, TIM]	Weak
Sigma70	cadB	+	[HIPP, IMP, TIM]	Weak
Sigma70	cadC	+	[HIPP, TIM]	Weak
Sigma70	caiA	+	[TIM]	Strong
Sigma70	caiB	+	[TIM]	Strong
Sigma70	caiC	+	[TIM]	Strong
Sigma70	caiD	+	[TIM]	Strong
Sigma70	caiE	+	[TIM]	Strong
Sigma70	caiF	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	caiT	+	[TIM]	Strong
Sigma70	carA	+	[HIPP, TIM]	Weak
Sigma70	carB	+	[HIPP, TIM]	Weak
Sigma70	cas1	+	[TIM]	Strong
Sigma70	cas2	+	[TIM]	Strong
Sigma70	casA	+	[TIM]	Strong
Sigma70	casB	+	[TIM]	Strong
Sigma70	casC	+	[TIM]	Strong
Sigma70	casD	+	[TIM]	Strong
Sigma70	casE	+	[TIM]	Strong
Sigma70	cbl	+	[HIPP, TIM]	Weak
Sigma70	cbpA	+	[CV(FP/TIM), FP, HIPP, TIM]	Confirmed
Sigma70	cbpM	+	[CV(FP/TIM), FP, HIPP, TIM]	Confirmed
Sigma70	ccmA	+	[HIPP, TIM]	Weak
