gene,locus_tag in MG1655,gene_type,strand,product,HS_LB,E1114_LB,E1167_LB,H120_LB,TA054_LB,TA447_LB,E101_LB,41-1Ti9_LB,TA280_LB,M114_LB,TA249_LB,JJ1886_LB,CFT073_LB,APECO1_LB,UTI89_LB,S88_LB,MG1655_LB,ROAR8_LB,HS_M9,E1114_M9,E1167_M9,H120_M9,TA054_M9,TA447_M9,E101_M9,41-1Ti9_M9,TA280_M9,M114_M9,TA249_M9,ROAR8_M9,JJ1886_M9,MG1655_M9,HS_GMM,E1114_GMM,E1167_GMM,H120_GMM,TA054_GMM,TA447_GMM,E101_GMM,41-1Ti9_GMM,TA280_GMM,M114_GMM,TA249_GMM,ROAR8_GMM,JJ1886_GMM,CFT073_GMM,APECO1_GMM,UTI89_GMM,S88_GMM,MG1655_GMM,median_LB,median_M9,median_GMM
adeD,b3665,CDS,1,adenine deaminase,-0.017596478,0.185672542,-0.100685344,-0.190124566,-0.057692256,-0.039739676,-0.009797553,0.06378178,-0.076474184,-0.020427968,-0.164855332,0.024522706,-0.049651921,-0.235947607,-0.069766517,-0.088819457,-0.07434207,-0.237178351,0.037838247,0.053915712,0.026112142,-0.116991928,0.075457285,-0.078068355,0.076747526,0.042017282,0.041625988,0.091162597,0.264823062,-0.046303957,0.004222809,0.009541734,0.072375262,0.181077215,0.163966333,-0.070573173,0.039615691,-0.041912275,-0.159612172,0.07056364,0.097281694,0.085784144,0.012819577,-0.08444663,0.049332058,-0.019679409,0.053584848,-0.171609419,-0.047653896,-0.057727781,-0.063729386,0.039732118,0.026217634
adeP,b3714,CDS,-1,adenine:H(+) symporter,-0.077257451,0.086222771,-0.025347224,0.211633558,-0.002246298,0.020476855,0.025014096,0.043246142,0.05109934,0.021653973,-0.392075148,-0.098610478,0.170596139,-0.206750396,-0.118282217,-0.204496778,0.026056087,0.0742522,0.03697105,-0.18321194,0.018202785,0.276232231,-0.058341364,-0.00117724,0.031957514,0.060968715,-0.125782105,0.077323298,-0.205218676,0.181138361,-0.208902203,-0.052742656,0.186738999,0.074245792,0.310465911,0.57789598,0.176144468,0.587343946,0.241731998,0.628100572,0.11531304,0.152710852,0.414800552,0.53581927,0.065438037,0.328202879,0.283768114,0.190851589,0.264775903,0.06982197,0.021065414,0.008512773,0.25325395
adhE,b1241,CDS,-1,aldehyde-alcohol dehydrogenase,-0.502188082,-0.414722696,-0.350544745,-0.507389574,-0.516222253,-0.420776701,-0.532908312,-0.352109327,-0.248485731,-0.348434436,-0.23425299,-0.255599986,-0.209581751,-0.210343375,0.082883916,-0.145386025,-0.051517703,-0.372743774,0.062105915,0.2223741,-0.079587526,0.082497354,-0.15474151,-0.498778827,-0.270751402,0.023246115,0.244824437,-0.0846906,0.285391068,0.113996794,0.009347005,0.039905771,-8.372761057,-7.449353286,-8.031203914,-8.291364958,-9.225184192,-9.44888354,-8.849068612,-7.507661802,-9.440001976,-9.234612991,-9.364850081,-9.05443221,-8.148940767,-9.510176796,-9.422810496,-8.972629539,-9.267388689,-9.469858302,-0.34948959,0.031575943,-9.139808201
adhP,b1478,CDS,-1,ethanol dehydrogenase/alcohol dehydrogenase,0.016318079,NaN,-0.052341804,-0.149051689,-0.151871486,-0.103156647,-5.66E-05,0.135699133,0.01818206,0.06562485,0.149941345,-0.05144139,-0.063548267,-0.132280798,0.307870537,-0.156162742,0.157911578,-0.142863017,-0.100131059,NaN,0.037018975,-0.297535978,0.049276233,-0.329403631,0.041909827,0.206217096,-0.09559419,0.211467875,0.279317002,0.007124154,-0.118333771,0.085243994,-0.035369244,NaN,0.095923899,-0.168522035,-0.013160974,0.130816799,0.050703974,0.206568696,0.035844987,0.065381751,0.196226272,-0.094828261,-0.055381368,0.052233549,0.059771333,0.635825621,0.057399516,0.195432248,-0.05144139,0.037018975,0.057399516
adiA,b4117,CDS,-1,"arginine decarboxylase, degradative",-0.071034731,0.010805554,-0.136171597,-0.104453787,-0.095664445,-0.228131706,-0.110141706,0.12697227,0.006179961,-0.051651388,-0.588475595,0.231560644,0.157201225,0.001425978,0.169296876,0.050432876,0.027772347,-0.024317756,-0.009973004,-0.063141535,-0.097847134,-0.096662037,0.02445477,-0.065600981,0.113341282,-0.122846998,-0.075986299,-0.018215836,-0.515987918,0.025373426,-0.238348532,-0.08073708,-0.202347445,-0.160017797,-0.289455992,-0.218718326,-0.246975243,-0.000623495,-0.040203726,-0.095755708,-0.075191485,-0.072728414,-0.469137242,-0.239573668,-0.05870537,0.304867485,-0.269648188,0.03822082,-0.209535773,0.101684504,-0.011445889,-0.07079364,-0.127886753
adiC,b4115,CDS,-1,arginine:agmatine antiporter,-0.048222316,-0.254679547,0.128800171,-0.173373615,-0.039824963,-0.066710241,0.122837568,0.040783739,-0.014160758,-0.101099127,-0.158442263,-0.16495272,0.120439333,-0.035872485,0.149823353,-0.122323849,-0.13436838,-0.159318091,-0.149619226,-0.273657867,-0.010128406,-0.244929548,-0.163675757,-0.163917775,0.025837978,-0.002931471,0.022514835,-0.09409895,-0.005020434,-0.035477565,0.013560311,-0.091579828,-0.140601061,-0.321419239,-0.14165957,-0.378853006,-0.129889197,0.010423185,-0.055976293,0.122927842,-0.073204346,-0.165071103,-0.254542503,-0.179414995,0.006215226,-0.014452055,-0.202322188,-0.241673149,-0.113305348,-0.068390678,-0.057466279,-0.063528696,-0.135245129
adiY,b4116,CDS,-1,DNA-binding transcriptional activator AdiY,0.237613101,0.239743462,0.067370521,0.277471158,0.137658736,-0.035252495,0.088315391,0.077932752,0.053582726,0.137216399,-0.15242272,0.107997669,0.275659475,-0.021543609,-0.063791387,0.13459109,0.19853056,0.085706959,0.220365193,0.083822464,0.051613745,0.184194597,-0.020125725,-0.048570268,-0.252114701,0.036683574,0.106935712,-0.112103494,0.071697123,0.186810707,0.098735353,0.33038432,0.385741711,0.462179958,0.274742583,0.91741402,1.992738917,0.262573692,0.097707308,0.664803926,0.005762557,0.095549528,0.597920811,0.255989999,0.435138003,0.043228279,0.622326171,-0.075079666,0.881173549,0.225068119,0.09815653,0.077759793,0.330242147
adk,b0474,CDS,1,adenylate kinase,-8.395167567,-9.024681307,-8.255241706,-8.693116024,-8.361512654,-8.62096856,-8.550903499,-8.552875448,-8.684416996,-8.659578925,-8.634680785,-7.849880548,-8.446520528,-8.474348997,-6.993681511,-8.329350609,-8.517280415,-8.379984055,-8.375706753,-9.101885757,-8.305175702,-8.268610829,-8.339067991,-8.294665119,-8.598863207,-8.198451918,-8.711798649,-8.165748142,-8.562708038,-8.290537435,-7.810564753,-7.982144747,-6.196959279,-8.954090423,-7.126946909,-8.251740393,-7.824094977,-8.508590515,-7.822070592,-7.358869454,-8.680616854,-6.943950659,-8.152064912,-5.616278582,-7.385019173,-6.623281159,-7.003742513,-6.103359755,-7.750831678,-5.947829022,-8.495814706,-8.299920411,-7.371944313
aegA,b2468,CDS,-1,putative oxidoreductase Fe-S subunit AegA,-0.028302872,0.26934853,0.011890175,0.216727024,0.041376045,-0.023093611,-0.075991036,0.04623849,0.076421517,-0.109740901,-0.195912223,-0.08210352,0.068170925,-0.108564329,-0.205038233,-0.060571821,-0.047027673,-0.117783377,0.013363105,-0.075797424,-0.016863495,-0.029980303,0.044826047,-0.212735295,-0.137563407,-0.079194837,0.145744393,0.009842114,0.218730122,0.291832356,-0.010370882,-0.00879467,-0.131484443,0.053215919,-0.11495904,0.210200848,-0.202649855,-0.075715427,-0.512345153,-0.24090031,-0.233918272,0.003365938,-0.114806202,0.009400999,0.110908418,0.21050288,-0.045677547,-0.054480334,-0.158687682,-0.007297802,-0.037665273,-0.009582776,-0.06509788
aer,b3072,CDS,-1,"aerotaxis sensor receptor, flavoprotein",-0.362602012,0.020660064,-0.184308322,0.028932561,-0.297147813,-0.227299882,0.047770648,0.012469158,-0.119028953,-0.176144587,-0.09836629,-0.166243878,-0.090468791,0.041104588,-0.12902886,-0.154896993,-0.0427402,-0.026824848,-0.350292785,-0.203846479,-0.169426456,0.070997056,-0.120496879,-0.302512641,-0.330828109,-0.028125978,0.004320764,-0.085415719,-0.294678916,-0.018450022,-0.209565376,-0.022870265,0.071533554,-0.101776287,-0.404839568,-0.097147459,-0.166190089,-0.486904522,-0.233735683,0.001585127,-0.146390085,-0.159398412,-0.222009454,0.044309408,-0.053670664,0.038959382,-0.039788944,-0.536728419,-0.06439922,-0.055662723,-0.108697622,-0.144961667,-0.099461873
aes,b0476,CDS,-1,acetylesterase,-0.103535055,-0.245703032,-0.024781914,-0.250343685,-0.068044111,-0.058373038,-0.010352068,0.003088649,-0.013320857,-0.11222458,-0.179126979,-0.035240816,0.05104745,-0.059159801,-0.160274426,-0.147843524,0.050676119,-0.164579726,-0.130765039,-0.342073833,-0.098636494,-0.339189549,-0.09985926,0.313225165,-0.189582514,-0.00569849,0.022276729,-0.035183718,-0.107812849,0.036063354,-0.091490781,0.050675439,0.038521606,-0.240462918,0.022835743,-0.058916597,-0.084910821,0.361528611,0.013642898,0.171352222,-0.050793905,-0.098704654,-0.026964361,0.132842919,-0.020232369,-0.013278544,0.055128412,-0.108647497,-0.01912275,0.179233122,-0.063601956,-0.095063637,-0.016200647
agaA,b3135,CDS,1,putative truncated N-acetylgalactosamine-6-phosphate deacetylase,-0.143267956,-0.192638692,-0.027083307,-0.240105039,-0.099778229,-0.221975168,NaN,-0.011460835,-0.065834875,-0.137318226,0.478839713,-0.128640449,0.061885952,-0.095196075,-0.15962426,-0.101518317,-0.200834284,-0.033832905,0.075281469,-0.191389446,-0.121934344,-0.380341755,0.00156922,-1.731471941,NaN,-0.045925207,-0.020192024,-0.018414474,0.275668042,-0.122816297,-0.122199683,-0.090447389,-0.704903982,-1.249939138,-0.891743464,-0.676051015,-0.312976666,-1.840811395,NaN,-0.665684608,-0.697688404,-0.946310301,-0.496795324,-0.366647204,-0.75495782,-0.131213444,-0.954882989,-0.903908763,-0.941283792,0.006389303,-0.101518317,-0.090447389,-0.704903982
agaB,b3138,CDS,1,galactosamine-specific PTS enzyme IIB component,-0.062497766,0.333133854,0.091042726,0.165601076,0.026812876,-0.038866017,-0.132280089,0.118586972,0.050498979,0.039679071,-0.275686615,-0.093096911,-0.003714753,0.004287769,0.028736292,-0.109663479,-0.056970973,-0.149737483,0.087150566,0.107567423,0.169556499,0.204510719,0.179192552,-0.14701051,-0.053763519,-0.013627091,0.135286609,0.070670452,-0.154500999,0.037431155,-0.113070446,0.041428131,0.050342996,0.442871171,0.148029113,0.161933399,0.040709922,-0.259676502,-0.031638218,-0.052475436,-8.90E-05,0.064432149,0.338584043,-0.08764371,-0.097724537,0.149751696,-0.001954113,0.044121865,0.004157512,0.046670996,0.000286508,0.056049291,0.042415893
agaC,b3139,CDS,1,galactosamine-specific PTS enzyme IIC component,-0.018161643,0.155924701,-0.033338392,-0.129894084,-0.038146031,0.037804857,-0.143206925,0.12514049,-0.068130655,-0.196610545,-0.106454939,-0.083007474,0.083066556,-0.099830985,-0.108061897,-0.074458236,-0.032066451,-0.098627566,0.010860241,-0.209132118,-0.037550485,-0.303937105,0.023132174,-0.042295746,-0.258381071,-0.031233115,-0.01378592,-0.1290515,-0.056538514,-0.073858592,-0.118276506,-0.040999413,-0.024200628,0.108630255,-0.08306355,-0.248250519,0.080281243,0.029250243,-0.462128397,-0.000498718,-0.007082322,-0.048725402,0.077984278,0.054034663,-0.073283578,0.081827874,-0.060305958,-0.258000797,-0.081395631,0.02313076,-0.071294445,-0.04941713,-0.015641475
agaD,b3140,CDS,1,galactosamine-specific PTS enzyme IID component,-0.07364409,-0.222647785,-0.105406488,-0.109678251,-0.034789813,-0.129856564,-0.03786561,-0.00575807,-0.033953758,-0.138376127,-0.044217206,-0.001885191,0.032333253,-0.079671988,0.076749996,-0.1489158,-0.129548354,-0.109325155,-0.047077078,-0.360776491,-0.155781419,-0.281919293,-0.152561911,-0.196615015,-0.176200209,-0.038490427,-0.195257468,-0.212410625,0.1375563,-0.041882814,-0.307571116,0.003483383,-0.076797086,-0.16458227,-0.205282429,-0.322146124,-0.151148878,0.219357441,-0.061875581,0.038155211,-0.012326604,-0.229418001,-0.13392359,-0.140335958,-0.111102701,-0.018784044,-0.12550769,-0.242248542,-0.157379651,0.082925864,-0.076658039,-0.165990814,-0.12971564
agaR,b3131,CDS,-1,DNA-binding transcriptional repressor AgaR,-0.351601325,0.013765916,-0.406464308,-0.30306882,-0.420284043,-0.390054467,-0.247921834,-0.099146646,-0.32757756,-0.231276804,-0.264627469,-0.061539519,-0.335469733,-0.310169792,0.023225938,-0.163021393,-0.225638062,-0.225412749,-0.001227155,-0.135978074,-0.277845815,-0.02598575,-0.051888101,-0.085913492,0.081040311,-0.256811867,-0.137528088,-0.15961539,0.22795068,-0.072104826,-0.107281457,-0.398777858,0.144761508,0.19092491,-0.266899638,-0.29821612,-0.249445718,0.144114004,-0.277352612,0.223673669,-0.44479045,-0.420841707,-0.071955928,-0.034036641,-0.096427726,-0.441574047,-0.424402871,-0.203814892,-0.230792197,-0.192063364,-0.256274651,-0.096597474,-0.217303544
agaS,b3136,CDS,1,putative galactosamine-6-phosphate deaminase/isomerase,0.064086281,0.283245099,0.075162669,0.005818856,-0.154864306,-0.040822242,0.052702532,0.179928604,0.001546816,-0.018887899,-0.045649693,-0.309421779,0.139137323,-0.002055863,-0.363238126,-0.075545834,-0.078496787,-0.051796986,-0.001973961,0.204314255,-0.042323963,0.079171432,-0.133707834,-0.103190165,0.141531735,0.103518981,0.138100114,-0.0342181,0.089749927,0.085768858,-0.036679355,0.028600876,0.108176199,0.323454219,0.002698555,-0.016933422,-0.160015942,0.064195831,0.322694328,0.119588875,-0.017592754,-0.009371922,-0.037299807,0.092616415,-0.095212839,0.14125945,-0.029887376,0.111436124,0.059638467,-0.043036291,-0.010471881,0.053886154,0.031168511
agaV,b3133,CDS,1,N-acetyl-D-galactosamine specific PTS enzyme IIB component,-0.0798748,-0.00438229,0.069493896,0.07737273,-0.012232512,-0.117865237,0.025693931,0.236129145,-0.026675139,-0.044366086,-0.042676074,-0.050706843,0.20940561,-0.044227194,-0.388349655,-0.038222586,0.156787567,-0.056791797,-0.117600767,-0.063151933,0.036173469,0.079005835,-0.026033297,-0.27821827,-0.137206866,0.211597319,0.190992134,0.12670571,0.37391487,-0.017562229,-0.161740822,0.089947015,-0.156139684,-0.048788783,0.048586711,0.273808171,-0.175812174,-0.206016812,-0.223073496,-0.093205798,-0.062263303,0.081405187,0.295871161,0.178536084,-0.254251429,0.062260971,0.088684595,-0.015833197,-0.099653352,0.070862269,-0.032448862,0.00930562,-0.03231099
agp,b1002,CDS,1,glucose-1-phosphatase,-0.020369107,-0.441399901,-0.083113921,-0.428527709,-0.016763603,-0.058540674,0.050510567,-0.071017198,-0.0570622,-0.229679709,-0.302460118,-0.000702573,0.045027146,-0.171620847,-0.049262731,-0.099898375,-0.030228884,-0.16666753,-0.042947477,-0.598403018,-0.143953937,-0.472418218,-0.127395739,-0.11783956,-0.191763518,-0.140438905,-0.202573954,-0.214009525,-0.270568602,0.046217417,-0.061182505,-0.041786257,-0.180116849,-0.395136539,0.123167323,0.009328236,-0.043756546,-0.018874271,0.023831506,0.053910166,0.024221136,-0.172292163,-0.026839458,0.061577782,0.090142097,-0.059918436,0.073465596,-0.15073864,-0.064628166,-0.133477236,-0.064778936,-0.142196421,-0.022856865
agrA,b4712,ncRNA,1,small RNA AgrA,-0.28721257,-0.00398716,-3.236287871,-6.764728284,NaN,NaN,-1.614797835,0.073578641,-0.522501574,-0.876959846,-1.602040065,NaN,NaN,NaN,NaN,NaN,-1.135885204,-0.263447974,-1.732591728,-0.261678243,-4.902852285,-6.641520584,NaN,NaN,-2.020564904,-1.707672635,-2.277581376,-3.062184303,-3.557726873,0.08779821,NaN,-0.446288402,-0.519864332,-0.134502182,-1.758135251,-6.588593402,NaN,NaN,-1.760667246,-0.36055213,-1.000928173,-2.903606582,-2.744300893,0.210625191,NaN,NaN,NaN,NaN,NaN,-0.425560614,-0.876959846,-2.020564904,-1.000928173
agrB,b4713,ncRNA,1,small RNA AgrB,-0.28721257,-0.010151698,-2.470765381,-6.330158253,NaN,-0.133639831,-1.614797835,0.019283507,-0.522501574,-0.876959846,-1.602040065,0.048421434,0.174967987,-0.038774189,-0.082495075,-3.768532886,-1.135885204,-0.263447974,-1.732591728,-0.28963479,-4.902852285,-5.202055879,NaN,-0.190628591,-2.020564904,-1.707672635,-2.277581376,-3.062184303,-3.557726873,0.08779821,-0.054325541,-0.446288402,-0.518610378,-0.277195001,-1.55586902,-5.592402976,NaN,-0.049031923,-1.760667246,-0.36055213,-1.000928173,-2.903606582,-2.744300893,0.210625191,0.17113795,0.30899895,0.347121158,0.102947936,-3.921289274,-0.425560614,-0.28721257,-1.732591728,-0.425560614
ahpC,b0605,CDS,1,"alkyl hydroperoxide reductase, AhpC component",-0.338806856,-1.924788508,-0.239403193,-0.116701556,-0.221035983,-0.361109176,-0.198950725,-0.069212978,-0.188347691,-0.353524065,-0.491777521,-0.149126119,-0.237039107,-0.235381925,0.050019034,-0.467771141,-0.123051889,-0.080589275,-0.903529033,-2.23678575,-0.570588854,-0.723943764,-0.541130384,0.32529551,-0.375497471,-0.192660877,-0.021587319,-0.484102484,-0.443452793,-0.17649323,-0.743620621,-0.281675088,-0.130768092,-4.41980853,-0.313540379,-0.009807322,-0.316743963,-0.64019964,0.031552276,0.043630969,-0.077770172,-0.173150757,-0.335757603,0.002814439,-0.360140826,-0.026163218,-0.111471524,-0.237788576,-0.252770064,-0.108786061,-0.228208954,-0.463777638,-0.151959424
ahpF,b0606,CDS,1,"alkyl hydroperoxide reductase, AhpF component",-0.173921806,0.104951887,-0.278608057,0.154601235,-0.216814857,-0.27984389,-0.063575366,-0.024937106,-0.004346291,-0.043901359,-0.471393329,-0.238276331,-0.183873023,-0.133884621,-0.191309367,-0.255952049,-0.116466366,-0.316320618,0.000605563,0.10956832,0.037816103,0.125046171,-0.048498511,-0.082084294,-0.075682728,0.003793622,-0.020813847,0.039161284,-0.269526576,0.097621715,-0.020207354,0.215013557,-0.140322912,0.194572678,-0.254634589,-0.17565315,-0.285760417,-0.514396943,-0.144594101,0.210367638,-0.04712949,0.069640711,-0.101602908,-0.052810817,-0.169222149,-0.113750904,-0.037001937,-0.322324616,-0.126817429,-0.370299497,-0.178897415,0.002199592,-0.133570171
ahr,b4269,CDS,-1,"aldehyde reductase, NADPH-dependent",-0.016818907,0.256493023,0.02466474,0.228036795,-0.035947788,0.097472075,0.113484645,0.188875953,0.172068555,-0.045773475,-0.188711572,-0.01612713,0.129032528,0.000980997,0.202014638,0.00533686,-0.029192618,-0.09561714,0.142353517,0.378786668,-0.005691438,0.115590194,0.074947993,-0.012224023,-0.027791869,0.126584992,-0.239494031,0.039188631,-0.081666504,0.057088928,-0.106802135,0.014795892,0.120182224,0.319200885,-0.038458911,-0.007816822,-0.117439349,0.127688655,-0.042834176,0.078100656,0.133309621,-0.051516984,-0.076942877,0.113819668,-0.113643774,0.14931765,0.011176751,0.17085994,0.102568242,-0.107596499,0.0150008,0.026992262,0.044638703
aidB,b4187,CDS,1,putative acyl-CoA dehydrogenase AidB,-0.026249777,0.331180355,-0.011325097,-0.020402731,7.89E-06,-0.167311159,-0.046339882,-0.036934181,-0.019152858,-0.0259064,-0.111707672,0.031495197,0.127282317,-0.072795446,-0.109586157,0.099264466,-0.048290732,-0.195749405,0.086807089,0.141398917,-0.004076501,0.008355892,-0.141859164,-0.166494687,-0.198290159,-0.220932565,0.118040121,-0.062075442,-0.037108405,-0.078599747,-0.064177669,-0.198268921,-0.127741438,0.033818032,-0.021260588,-0.350046097,-0.151093043,-0.492958124,-0.168825469,-0.515829767,0.031442648,0.143495478,-0.115920146,0.050275739,0.101962937,-0.069089442,-0.107303673,0.009732675,-0.014096004,-0.065380527,-0.026078088,-0.063126556,-0.067234984
ais,b2252,CDS,-1,putative lipopolysaccharide core heptose(II)-phosphate phosphatase,0.13308217,0.127530963,0.03910769,0.122884217,0.117732602,-0.062332402,-0.043319208,0.184180527,0.036962744,0.163059295,0.158257262,0.001461817,0.199421707,0.159885227,-0.054882816,-0.150397554,-0.057702035,0.067527128,0.196395995,-0.232007744,0.025589304,-0.153804214,0.029392606,-0.258040288,-0.124467291,0.068454791,0.055932714,-0.04658656,-0.029061042,0.078200539,-0.126100506,-0.060033044,0.135808379,-0.194191875,0.041459306,-0.161614065,0.012493229,-0.166629917,-0.208928411,0.170226346,-0.107173174,0.104909028,0.137834055,0.160631216,0.01995435,-0.018893276,0.188634585,0.08768692,-0.133515776,0.034970407,0.092629865,-0.037823801,0.027462378
alaA,b2290,CDS,1,glutamate--pyruvate aminotransferase AlaA,0.03615048,0.448626351,-0.052703836,0.181838087,0.178531862,0.002410329,0.139098902,-0.012911521,0.124148517,-0.064603967,-0.061711051,-0.031949409,-0.002905943,0.115759022,0.347972901,-0.180885394,-0.261168289,-0.024158601,0.136957261,0.295395831,0.014406691,0.005738735,0.033101131,-0.024278582,0.274887165,0.025222589,0.370980597,0.130937295,0.018812412,0.035460751,-0.058097898,-0.64132353,0.701855685,0.372147434,0.481485125,0.532329769,0.544116155,0.364962229,1.210525488,1.213167259,0.302980806,0.185560746,0.351559273,0.055081387,0.228567581,0.017317191,0.354997209,0.050456488,0.120158931,-0.023302945,-0.000247807,0.02916186,0.353278241
alaC,b2379,CDS,-1,glutamate--pyruvate aminotransferase AlaC,-0.346610086,-0.994023064,0.019825608,-0.172486381,-0.137200287,-0.245796381,0.084996531,0.008997529,-0.100156954,-0.189058168,-0.214212352,-0.015829343,0.043873396,-0.175367023,-0.410368492,-0.215371722,-0.021390734,-0.047182682,-0.010500734,-0.791866774,-0.145572289,-0.274022017,-0.224199698,-0.306460447,0.146605021,-0.097684353,-0.016927785,-0.181686838,0.029011619,-0.005833356,-0.415620358,-0.483134727,-0.137226332,-0.926374464,0.115788152,-0.161423436,-0.536109528,0.095948591,-0.195400147,-0.022071769,-0.097190134,-0.522741627,-0.363485344,0.088692254,-0.031825243,-0.16305322,-0.096523896,-0.014905353,0.001609836,-0.056214237,-0.154843334,-0.163629564,-0.096857015
alaE,b2670,CDS,1,L-alanine exporter,0.026085293,0.034518627,0.031779473,0.002630783,-0.019681476,-0.043456166,0.079686622,0.156790394,-0.005830256,-0.102444788,0.017769177,-0.016020505,0.092823114,-0.040927173,-0.122906871,-0.087318852,-0.057175678,-0.039456577,0.066888554,-0.053587533,0.013820998,-0.121827166,0.049814843,-0.050875787,-0.069192633,0.017483703,-0.046454909,0.043789437,0.257968045,0.055564772,-0.142817035,-0.053044193,0.089206152,0.092253991,0.066381847,0.048438994,-0.042818807,0.062015108,-0.064244638,0.146780873,0.021150943,0.066729594,0.090824347,0.071208186,-0.012089657,0.288680803,0.070080086,-0.211534733,-0.093164641,-0.089663577,-0.010925381,-0.016316955,0.064198478
