b_number,Gene.Name,MDS42CDS_length_bp,leftpos_mds42,rightpos_mds42,ave_pos,Strand,dNdS,dN,dS,lin_expression_NRG,protein_sequence_pecentage_difference_NRG,lin_average expression level_Shibai,lin_variance of  expression level_Shibai,lin_ave_M3DB,lin_sd_M3DB,lin_var_M3DB,syn.num,syn.tube,nons.num,nons.tube,inac.num,inac.tube,lin_Mean_Protein_n,lin_SD_Protein_n,lin_Noise_Protein_n,RunmedNoise_protein_n,SmoothSpline_n,SM_n,log10SmoothSpline_n,log10SM_n,lin_ave_protein_copy_schmidt,lin_var_protein_copy_schmidt,RunmedVar_env_protein,SmoothSpline_schmidt,log10SmoothSpline_schmidt,log10SM_schmidt,Essentiality,dN.dS.inter.species,dN.inter.species,dS.inter.species,alpha_max,Odmax,Ins_index_score,1R172,2R172,3R172,4R172,5R172,6R172,1R268,2R268,3R268,4R268,5R268,6R268,ANC,linaveR172,linaveR268
b0051,rsmA,822,46434,47255,46844.5,minus,0.09421,0.0271,0.2879,34.87119692,0.054945055,1130.186145,192202.6017,1017.733326,373.309812,139360.2157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.5117477,8446.223454,5031.844586,5736.178365,3.758622647,0.16803992,2,0.05807,0.0309,0.532,NA,NA,0.181265207,2719.502,4372.5985,5102.772423,3047.670577,3028.667269,3341.066923,2643.238154,4404.617577,4909.397423,3682.484,3886.677077,4015.841615,3620.008423,3602.046282,3923.709308
b0052,pdxA,990,47252,48241,47746.5,minus,NA,NA,NA,25.00926752,0.072948328,705.3660747,134201.4839,756.6625967,321.4092056,103303.8774,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,152.5166025,2211.914055,8446.223454,5475.683421,3.738438331,-0.393670083,2,0.07229,0.0436,0.6026,NA,NA,0.225252525,2291.640038,3356.492,3700.211731,2503.446269,2595.787654,2990.373731,2004.198538,3384.602308,2980.797846,3181.983731,2643.238154,2824.266077,3189.834423,2906.325237,2836.514442
b0053,surA,1287,48241,49527,48884,minus,0.10654,0.0257,0.2414,59.48288984,0.086448598,1533.333856,372368.4843,1455.218933,606.8217114,368232.588,1,1,2,2,0,0,6.869,2.755,0.162074554,0.24968789,0.237465115,-0.075390561,-0.624400182,-0.165884983,1231.548405,160228.0435,201776.792,268097.4252,5.428292643,-0.223554113,2,0.05587,0.044,0.7869,0.009285009,0.628067992,0.201243201,3508.548,4072.534308,3845.489346,3952.973462,3759.6835,4576.437,3133.819538,4057.591769,3700.211731,3971.642269,2939.3015,4356.396038,4459.309154,3952.610936,3693.160474
b0054,lptD,2355,49580,51934,50757,minus,0.06018,0.0336,0.5576,60.6139695,0.086734694,996.6235288,174942.5336,695.4075162,307.6427773,94644.07825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.5226924,23465.96912,42992.13127,40987.86206,4.612655266,-0.242216771,1,0.04761,0.0474,0.9956,0,0,0.007218684,3403.221231,3682.484,3326.233538,3341.066923,2847.633846,3486.892154,3229.065654,3005.876769,3398.605654,3378.875192,2481.592038,3693.431077,3591.247308,3347.921949,3197.907731
b0055,djlA,816,52189,53004,52596.5,plus,0.05406,0.0265,0.4908,17.47395633,0.040740741,540.5583795,51944.22954,550.5847598,135.0252289,18231.81247,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,25.49921187,404.0167512,287.6635966,321.6708997,2.507411774,0.098987598,2,0.01838,0.0222,1.2099,0.009621561,0.649550183,0.285539216,1307.465992,1177.365558,1303.56955,1284.256608,962.8540538,1316.745658,1220.025231,1548.516731,1386.841085,1324.194458,728.3710962,1426.468381,1258.743173,1225.376237,1272.40283
b0058,rluA,660,54512,55171,54841.5,minus,0.04811,0.023,0.4771,45.5502901,0.0456621,400.5886988,90815.59089,395.5397556,176.6171276,31193.60984,0,0,1,1,0,0,5.437,4.167,0.29154519,0.27027027,0.264899656,0.026645534,-0.576918605,0.041624486,106.5944359,6004.246256,2932.179949,2903.236104,3.462882356,0.31557614,2,0.0229,0.0232,1.012,0.009525137,0.64609178,0.266666667,737.1909731,794.5665192,489.2743885,903.6380038,887.7720808,1307.465992,524.4575731,707.4474538,322.2206423,800.8457846,1281.708985,1023.724219,587.6112231,853.3179929,776.7341096
b0059,rapA,2907,55183,58089,56636,minus,0.02186,0.0156,0.7156,50.91013277,0.069214876,662.8018974,248258.0152,803.5216914,396.8490854,157489.1963,NA,NA,NA,NA,NA,NA,25.95,9.175,0.128534704,0.17699115,0.165304182,-0.036769478,-0.78171616,-0.109263439,104.6925181,10240.04705,2989.413715,2815.281841,3.449521879,0.560780073,2,0.05186,0.0417,0.8051,NA,NA,0.243550052,650.7616538,686.1587577,591.9328923,789.3084654,795.4707692,980.6318,471.5665038,666.8388077,356.8473538,809.8031192,1472.384146,875.1813577,494.0073385,749.0440564,775.4368814
b0060,polB,2352,58254,60605,59429.5,minus,0.24599,0.1269,0.5158,5.270337213,0.100893997,215.778672,50834.57956,339.5431053,173.5159719,30107.79237,1,1,5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.05922,0.0642,1.0834,0.009354077,0.627893818,0.209608844,194.3615538,182.7245154,538.8479423,477.7471808,267.0558692,456.0609846,186.8810615,376.7029654,495.9678923,472.9291577,412.0867308,396.2321462,233.5718077,352.7996744,390.1333256
b0061,araD,696,60680,61375,61027.5,minus,0.07613,0.0602,0.7912,1,0.034632035,318.0346587,983146.1028,1380.381242,1934.441857,3742065.314,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.01831,0.0179,0.9794,NA,NA,0.215339233,30.8817215,37.61852923,31.06965777,38.93154731,36.27570858,58.49704962,30.54722215,58.26770731,32.95909035,34.85481331,37.78416796,42.83587231,46.22280154,38.87903567,39.5414789
b0062,araA,1503,61660,63162,62411,minus,0.01829,0.0158,0.8613,NA,NA,491.6887595,2788638.853,1869.93639,3207.982815,10291153.7,0,0,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.03194,0.0225,0.7059,NA,NA,NA,59.59555077,65.76563038,48.42572923,50.13075846,63.22818154,56.3407075,53.78458654,50.36892038,51.41606538,60.59749077,67.67641846,59.10060962,68.42287654,57.24775965,57.15734853
b0063,araB,1701,63173,64873,64023,minus,0.11869,0.0701,0.5908,NA,NA,528.9760691,3633099.976,1969.011821,3353.666212,11247077.11,1,1,2,2,0,0,1.594,2.512,1.739130435,0.99009901,0.811594114,0.927536321,-0.090661111,0.330993267,NA,NA,NA,NA,NA,NA,2,0.05747,0.0587,1.0215,NA,NA,NA,36.87676923,52.53382423,36.36706731,38.26052692,33.767713,46.22280154,33.23936958,53.35819308,36.164636,43.31809692,40.76032423,44.18482077,38.14222538,40.67145037,41.83757343
b0064,araC,879,65212,66090,65651,plus,0.22036,0.0683,0.3101,9.820774916,0.074733096,480.6519449,534946.885,680.7974686,1948.5756,3796946.883,0,0,4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.02741,0.0385,1.4058,0.010144807,0.627612413,0.184300341,192.6835654,3070.097462,261.5758192,265.7341,345.6405115,261.0916615,243.2367846,3398.605654,280.0857462,226.72155,251.8289885,355.1581769,351.9264346,732.8038532,792.60615
b0065,yabI,765,66176,66940,66558,plus,0.07573,0.076,1.0037,15.46831044,0.106299213,717.2681342,1314640.19,556.1959159,157.14084,24693.24368,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.05809,0.0645,1.111,0.009802445,0.616605171,0.197385621,777.8145,2736.814577,804.2476385,784.1439923,884.5748231,782.5279269,659.5213423,2958.423423,809.8031192,642.2199692,642.2199692,962.8540538,542.5400654,1128.35391,1112.506979
b0066,thiQ,699,67054,67752,67403,minus,0.08395,0.0953,1.1352,10.31946183,0.159482759,174.3758092,10233.71413,346.3109819,80.71822749,6515.432248,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.07701,0.0943,1.2239,0.00953574,0.640546441,0.221745351,89.48435192,208.2749038,98.14019923,417.2873115,119.5397385,139.9179658,83.77854077,184.3093885,73.58179038,555.3418231,184.85725,114.1633238,86.15239692,178.7740785,199.3386861
b0067,thiP,1611,67736,69346,68541,minus,0.07805,0.075,0.9604,7.414614869,0.104477612,248.3406463,47980.59431,292.1752747,72.27908265,5224.265783,0,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.04525,0.0626,1.3826,NA,NA,0.238981999,105.8186569,189.3069,146.3475212,625.8531154,118.1613319,129.7680065,87.17301154,111.1111642,88.36031192,906.3032038,214.9407808,167.6340808,111.3734108,219.2092553,262.5870922
b0068,thiB,984,69322,70305,69813.5,minus,0.1219,0.1693,1.3889,21.74559465,0.085626911,344.9904316,72413.4143,555.6751651,156.138113,24379.11032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.25266269,309.2361742,202.9498713,235.1275078,2.371303441,0.118986851,2,0.05777,0.05,0.8662,NA,NA,0.18800813,168.6799269,331.3417,174.6686038,981.6189192,178.4155654,213.0517,161.4840881,297.4349308,147.0853977,1282.826323,218.8549769,209.4662462,166.6468308,341.2960692,386.1919938
b0069,sgrR,1656,70469,72124,71296.5,minus,0.0766,0.0716,0.9342,9.050853403,0.139745917,141.5529645,7651.137856,380.635895,85.46783198,7304.750303,4,3,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.04712,0.0825,1.7515,0.009832835,0.638759589,0.208937198,195.3265769,353.8418038,223.0762538,175.9086154,302.28805,455.0936385,183.9256923,285.9340269,255.2655808,213.8863192,843.8662,427.8347192,161.9573165,284.2558231,368.4520897
b0070,setA,1179,72446,73624,73035,plus,NA,NA,NA,NA,NA,350.0477198,165171.7168,380.9014042,104.9557949,11015.71888,3,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.009988879,0.673387135,0.259541985,453.7395962,717.2158077,381.4515308,376.7029654,400.5262308,663.9394615,555.3418231,846.1036462,450.4258923,436.9489077,472.9291577,576.2260769,410.9965808,498.9292654,556.3292506
b0071,leuD,606,73673,74278,73975.5,minus,0.03179,0.0204,0.642,3.852807616,0.084577114,621.6841972,726885.6413,414.3644887,586.9040851,344456.4065,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4152.323558,4764329.342,3155020.253,3088257.749,6.48971354,0.188288235,2,0.04417,0.0463,1.0494,0.009766186,0.642383129,0.198019802,8296.837577,2641.081154,14213.27692,7483.628692,5759.700154,8296.837577,5786.521115,2873.787154,2719.502,5344.420385,3977.463769,14337.85808,10741.99631,7781.893679,5839.925417
b0072,leuC,1401,74289,75689,74989,minus,0.01064,0.0081,0.7648,4.585962561,0.053648069,1121.347092,2242940.273,726.4482801,1001.890187,1003783.943,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2158.31646,1176478.611,750326.7586,822402.2586,5.915084294,0.155499742,2,0.03598,0.0315,0.8768,0.00948044,0.596382335,0.187723055,6575.916577,2182.953538,11349.33196,4862.579962,5418.330692,6388.469615,4835.966538,2395.553885,2319.914385,4761.521269,3369.256192,9086.313269,8257.502154,6129.597058,4461.420923
b0073,leuB,1092,75692,76783,76237.5,minus,0.03007,0.0199,0.6612,3.852807616,0.055096419,525.4702269,693120.7252,628.9373153,950.6728576,903778.8821,2,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4971.170592,6853008.237,6428090.996,4440129.959,6.647395682,0.188485572,2,0.03407,0.0357,1.0475,0.009536737,0.638382747,0.227106227,5492.544577,1845.225846,11869.62462,4366.078308,5492.544577,5786.521115,4567.642538,2105.553231,2299.517731,4656.894769,3175.433808,8754.210423,8046.5765,5808.756506,4259.875417
b0074,leuA,1572,76783,78354,77568.5,minus,0.01608,0.0098,0.6104,4.226435819,0.070745698,854.4102898,1439405.544,780.7906015,1188.383774,1412255.995,2,2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3333.123522,1954573.285,1973128.856,1972008.917,6.294908874,-0.003856916,2,0.03272,0.0388,1.1873,0.009257818,0.641091911,0.244910941,6518.419577,2401.635808,16710.43923,5445.291269,8509.592885,7681.467615,7596.874231,2819.785,3652.778692,5430.909192,3020.827692,9835.390731,9598.031231,7877.807731,5392.760923
b0075,leuL,87,78447,78533,78490,minus,2.17026,8.2786,3.8146,NA,NA,417.0986114,234014.6961,220.7265716,487.5699469,237724.4527,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.32137,0.1785,0.5555,0.009378693,0.6732185,0.701149425,17616.795,13818.99762,21234.33808,19731.38192,17616.795,19857.02423,26430.18846,13696.27881,14574.94538,19481.075,8361.747462,27029.33,13449.23654,18312.55531,18262.26085
b0076,leuO,945,79193,80137,79665,plus,0.0696,0.0315,0.4527,3.051329359,0.127388535,95.62030464,6330.756652,139.3942317,40.22311679,1617.899126,1,1,7,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.05398,0.0744,1.3782,0.009621677,0.620752083,0.592592593,186.4634808,92.70493538,395.1130308,70.74726038,87.99651115,79.57658731,127.1952242,60.70847577,631.7420962,148.7368485,77.00550423,105.6253762,95.07362154,152.100301,191.8355875
b0077,ilvI,1725,80455,82179,81317,plus,0.03492,0.0263,0.7536,3.462368956,0.08318264,376.7064732,190404.6564,363.5466393,420.0395023,176433.1835,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,348.4520835,11229.56044,19087.77474,23240.17063,4.366239312,-0.315876555,2,0.03406,0.0444,1.3029,0.010570216,0.641906662,0.275362319,21839.11846,6150.261538,7108.686692,3423.324385,4501.430154,5369.890346,21555.79462,6498.687423,4468.033038,20495.94538,3064.393692,6623.295269,4276.900462,8065.451929,10451.0249
b0078,ilvH,492,82182,82673,82427.5,plus,0.02072,0.0091,0.4387,3.852807616,0.024539877,401.6762816,207417.858,267.0732339,192.7911188,37168.41535,0,0,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1167.603653,182059.2843,182059.2843,237810.7826,5.376231542,-0.116018711,2,0.00985,0.0118,1.2025,0.010550668,0.643064199,0.221544715,17814.91808,5159.665038,5380.319115,3079.619923,5053.314385,5514.325923,20124.17192,6125.786692,4066.037346,16486.90538,3012.346692,7208.265308,3794.780346,7000.36041,9503.918891
b0080,cra,1005,82853,83857,83355,plus,0.03394,0.0118,0.3478,28.09388728,0.011976048,611.7266654,93073.61857,372.158186,176.2065231,31048.73886,NA,NA,NA,NA,NA,NA,28.733,9.733,0.117164616,0.169923534,0.161422352,-0.044257736,-0.79203633,-0.139167196,237.147871,7908.526156,12884.22457,11605.10794,4.064649184,-0.166553629,2,0.0047,0.0058,1.2364,NA,NA,0.220895522,4789.786192,1900.881385,2421.872154,1814.179462,1714.610846,3020.827692,4561.939885,1754.335038,2047.617538,4318.225885,2058.865654,2732.532923,2085.410962,2610.359622,2912.252821
b0081,mraZ,459,84459,84917,84688,plus,0.09359,0.0066,0.0705,91.90636015,0.059210526,1178.105062,283598.3737,1640.859796,754.983054,569999.413,1,1,0,0,0,0,5.859,3.022,0.264200793,0.244498778,0.255175434,0.009025359,-0.593161138,0.015095255,131.8678091,1184.013731,5135.50496,4205.207373,3.623787417,-0.550430678,2,0.10078,0.0354,0.3515,0.010136811,0.623999113,0.128540305,10651.93912,21399.76692,13995.03192,12267.16565,16710.43923,14337.85808,17814.91808,18059.92115,19857.02423,9897.277731,17814.91808,15977.77423,14748.14077,14893.70015,16570.30558
b0082,rsmH,942,84919,85860,85389.5,plus,0.08316,0.0211,0.2543,54.85884425,0.041533546,815.2838379,159890.7604,897.1101906,327.1999942,107059.8358,NA,NA,NA,NA,NA,NA,20.017,7.229,0.131406045,0.188857413,0.17530906,-0.043903015,-0.756195638,-0.125189018,334.5413261,12061.26457,17107.319,21170.61947,4.325733566,-0.244340722,2,0.03671,0.0216,0.5873,NA,NA,0.102972399,3341.066923,4338.932731,2778.615846,2500.496808,4491.278923,2969.095846,3616.560231,3993.184808,3392.880346,2667.693885,4413.060692,3281.222269,3356.492,3403.247846,3560.767038
b0083,ftsL,366,85857,86222,86039.5,plus,0.06726,0.009,0.1334,40.03000745,0.016528926,975.9941937,148461.7628,1176.989623,476.5113151,227063.0338,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,23.24029639,399.6490146,399.6490146,297.6772473,2.473745641,0.127933106,1,0.01673,0.0075,0.4482,0,0,0.040983607,7169.704269,13077.71012,7737.828269,7880.267346,10988.781,8509.592885,10651.93912,13920.36888,12659.27577,7440.088769,10432.78119,10378.00554,10651.93912,9227.313981,10913.74321
b0084,ftsI,1767,86238,88004,87121,plus,0.03099,0.0116,0.3728,27.13671034,0.037414966,585.5546795,266480.8359,605.1836084,188.3629014,35480.58271,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,13.42807876,45.59630783,148.5313585,111.7178103,2.048122415,-0.389192738,1,0.03934,0.0198,0.5043,0,0,0.007923033,1273.453281,1800.520423,1147.582127,1057.266458,1194.370192,1365.047146,1847.127077,2016.5475,1538.869808,1154.091262,1075.919258,1477.146,1419.862831,1306.373271,1518.283484
b0085,murE,1488,87991,89478,88734.5,plus,0.0716,0.0419,0.5853,31.18638941,0.082828283,NA,NA,1025.118065,350.7629454,123034.6436,0,0,3,3,0,0,31.722,9.919,0.101317123,0.139178845,0.157816043,-0.05649892,-0.80184885,-0.192468301,404.5128754,19274.43372,28077.07702,33183.59814,4.520923475,-0.235941848,1,0.0624,0.0509,0.8154,0,0,0.004032258,2182.953538,2288.709346,2341.802423,2030.954115,2233.573269,2414.651308,2670.833077,2222.342654,2660.589154,2276.625615,2805.868269,2646.317577,2242.1075,2248.774,2547.096058
b0086,murF,1359,89475,90833,90154,plus,0.07463,0.0358,0.4802,26.16434433,0.123893805,590.8803805,104772.2098,549.2714095,147.0798236,21632.47451,3,3,1,1,0,0,19.117,7.249,0.136332652,0.188323917,0.17703765,-0.040704998,-0.751934365,-0.113465752,407.8023607,28077.07702,28077.07702,33817.81567,4.529145553,-0.080793659,1,0.05291,0.0763,1.4419,0,0,0.006622517,2215.923962,2208.457192,2344.523769,2146.329731,1912.996462,2611.569192,2334.789923,2294.666923,2441.944846,2230.778192,2583.398692,2955.041615,2135.301308,2239.966718,2473.436699
b0087,mraY,1083,90827,91909,91368,plus,0.02115,0.0098,0.4624,23.31674958,0.022222222,648.5113913,116225.0538,338.5373839,129.5226636,16776.12039,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,23.64184584,55.66243832,399.6490146,302.193531,2.480285163,-0.734722936,1,0.01392,0.0109,0.7838,0,0,0.005540166,1992.545731,2324.182654,2670.833077,2344.523769,1969.749654,3591.247308,2267.552115,3058.241615,2427.838231,3015.778769,3467.823808,3789.647192,2297.163923,2482.180365,3004.480288
b0088,murD,1317,91912,93228,92570,plus,0.03671,0.0214,0.5827,19.56847523,0.075342466,383.2686077,57030.05074,704.7465841,187.0508599,34988.02433,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,65.89762858,1331.615495,1451.81715,1262.575859,3.101257481,0.023121359,1,0.03402,0.0446,1.3101,0,0,0.006074412,1953.968346,2327.304423,2635.141385,1916.5165,1806.264269,2641.081154,2045.426385,2308.181538,2253.112308,2408.963423,2563.7995,2761.483115,2094.233077,2213.379346,2390.161045
b0089,ftsW,1245,93228,94472,93850,plus,0.01442,0.0052,0.3639,30.27344444,0.099033816,700.4765647,206988.7167,510.9328073,224.7481282,50511.72113,3,2,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.05214,0.0546,1.0477,0,0,0.018473896,2356.213115,3053.113154,2703.563231,2088.701654,1603.752769,2830.861038,2518.077077,3242.669462,2566.470538,2889.608731,2262.914077,3028.667269,2503.446269,2439.367494,2751.401192
b0090,murG,1068,94469,95536,95002.5,plus,0.05829,0.0185,0.3176,27.29726725,0.081690141,556.8479998,79225.86453,688.2845531,192.155215,36923.62651,1,1,1,1,0,0,12.39,3.758,0.092721372,0.201816347,0.193069374,-0.100348002,-0.714286612,-0.318533539,86.48566542,899.9237461,1089.73367,2027.71846,3.307007655,-0.352801943,1,0.04106,0.0462,1.1241,0,0,0.003745318,3128.010885,5022.355885,4080.665808,3139.359231,2485.164,3676.335962,2939.3015,5292.741962,3783.144538,3403.221231,2739.694885,3963.467615,3803.104692,3588.648628,3686.928622
b0091,murC,1476,95590,97065,96327.5,plus,0.03662,0.0163,0.4443,31.33739387,0.054989817,640.6054306,91465.73634,645.4616479,186.7656273,34881.39948,2,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,365.5197283,16584.62687,21722.16482,26038.87066,4.415622144,-0.195916439,1,0.03685,0.0312,0.8455,0,0,0.005420054,2331.603423,2707.102462,2799.998231,2035.273538,1911.327192,2743.572962,2448.115154,2469.594423,2576.909731,2270.907192,2177.121808,2789.697385,2521.654923,2421.479635,2455.390949
b0092,ddlB,921,97058,97978,97518,plus,0.17525,0.0464,0.2646,46.56788791,0.094771242,1031.884189,162061.8454,1081.656213,398.836107,159070.2408,1,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,552.5683422,47540.41478,64098.84006,59861.47134,4.777147387,-0.100084421,2,0.06015,0.0545,0.9054,NA,NA,0.112920738,4040.263846,5136.123077,5083.922423,3726.3565,3734.969731,4624.322154,5041.991462,5585.218423,4814.453038,4252.587154,3686.526385,4529.087846,4576.437,4390.992955,4651.644051
b0093,ftsQ,831,97980,98810,98395,plus,0.05328,0.007,0.131,50.05516015,0.061818182,1387.48548,341683.5353,1473.590758,505.9923775,256028.2861,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.04899,0.0352,0.7193,0,0,0.018050542,3437.866808,3786.326423,3912.548538,2686.370423,2550.826846,3552.803615,3771.300846,4203.080962,4478.088923,3710.832346,2304.864462,3403.221231,3719.897577,3321.123776,3645.231462
b0094,ftsA,1263,98807,100069,99438,plus,0.02814,0.0047,0.1681,52.12062486,0.004761905,1538.061159,515150.396,1590.901967,454.9934453,207019.0361,2,2,1,1,0,0,58.922,19.418,0.104547831,0.139958013,0.141560186,-0.037012355,-0.849058874,-0.131626098,524.8067597,22176.13167,76920.81154,55421.21613,4.743676051,-0.39779026,1,0.00403,0.0024,0.584,0,0,0.006334125,3977.463769,4484.360231,4596.795308,3186.156154,3287.364308,4072.534308,4179.658462,4159.302615,4890.2945,4024.167308,2997.892462,4141.055615,4567.642538,3934.112346,4065.39516
b0095,ftsZ,1152,100130,101281,100705.5,plus,0.0001,0,0.2706,68.71525894,0.01305483,1985.199234,688209.9496,2246.562846,750.5117206,563267.845,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4336.956373,2957459.948,3155020.253,3368194.061,6.527397106,-0.056478234,1,0.0088,0.0063,0.713,0,0,0.001736111,8584.830231,11498.30662,8645.048808,9019.443846,8131.017577,10280.063,9958.006577,10576.05031,10955.83092,8926.318462,8111.508962,11238.71292,9634.837692,9359.785013,9961.071359
b0096,lpxC,918,101382,102299,101840.5,plus,0.01258,0.0022,0.1789,69.03459374,0.016393443,2612.886025,2445622.656,1959.120339,1351.707184,1827112.318,2,1,4,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,114.7449483,922.8605529,2898.234941,3294.533872,3.517793977,-0.552657894,1,0.02389,0.0077,0.3239,0,0,0.013071895,13144.42027,15220.32846,13449.23654,12784.41115,13818.99762,17616.795,13920.36888,18423.72077,16042.35269,15977.77423,19970.18731,16710.43923,11980.32554,14339.03151,16840.80719
b0097,secM,513,102530,103042,102786,plus,0.18322,0.0374,0.204,NA,NA,1397.58503,430931.0613,812.0433862,359.7093711,129390.8322,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.21307,0.1958,0.919,0,0,0.087719298,3392.880346,2384.865308,3871.427269,3303.125115,2784.863192,3024.361423,3451.814923,2860.206231,3977.463769,4121.266192,3058.241615,3058.241615,3403.221231,3126.920442,3421.205724
b0098,secA,2706,103104,105809,104456.5,plus,NA,NA,NA,49.19367281,0.049944506,1238.978445,481345.787,567.7519321,240.3355342,57761.16887,1,1,4,4,0,0,71.319,23.702,0.110680686,0.140548138,0.139010796,-0.02833011,-0.856951469,-0.098976688,712.8921674,93344.89609,132343.2633,88654.35886,4.947700093,0.022390483,1,0.03278,0.0279,0.8524,0,0,0.015151515,3596.812038,3373.214192,4296.611538,3794.780346,2901.361692,3096.403269,3500.965577,3845.489346,3251.472154,4089.364962,3117.123231,2932.936962,3929.166308,3509.863846,3456.225372
b0099,mutT,390,105869,106258,106063.5,plus,0.37556,0.1008,0.2685,12.67190611,0.201550388,195.072563,14656.19211,293.9770858,62.21317817,3870.479538,1,1,0,0,0,0,3.868,2.23,0.306748466,0.305343511,0.329676617,-0.022928151,-0.481911855,-0.031305745,4.798668333,49.32825402,25.33148597,23.53904349,1.371788811,0.321306933,2,0.06357,0.1224,1.9253,0.010518709,0.62058057,0.197435897,455.0936385,336.2797423,368.5735,375.1385962,228.6912462,375.5618962,346.7654154,411.4287154,293.3869385,367.8892077,309.4568423,279.0739423,436.9489077,356.5564365,334.6668436
b0101,yacG,198,106474,106671,106572.5,minus,NA,NA,NA,NA,NA,858.5956246,232259.2819,313.3658739,96.04231734,9224.126711,0,0,1,1,0,0,21.952,7.771,0.128369705,0.166112957,0.171764074,-0.043394369,-0.765067667,-0.126469789,59.64214594,3561.994253,749.4431251,1062.819779,3.026459628,0.525233586,2,0.01898,0.0834,4.3934,0.009576774,0.629386335,0.166666667,4421.127192,4318.225885,2313.871692,4052.724231,3686.526385,3710.832346,4862.579962,3541.225038,3326.233538,4080.665808,3307.598,3515.546923,3700.211731,3750.551288,3772.308212
